일련번호,차량번호,통과시각,파일경로,CODE,인식타임,경차여부,바닥밝기,유효,선택,숫자번호,번호판영역,촬영정보,번호판밝기,전기차,전기차2,번호판밝기2
,"33마2008","20180914173820890","C:\Img\2018\09\14\173820890S_2008.jpg","01","47",,"17(17)",,"1","332008","(597, 474), W:203, H:99","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","068(033/149)",,,"073(034/161)"
,"36고5172","20180914174427424","C:\Img\2018\09\14\174427424S_5172.jpg","01","77",,"24(24)",,"1","365172","(633, 444), W:273, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","128(043/161)",,,"202(069/250)"
,"59가2517","20180914174503330","C:\Img\2018\09\14\174503330S_2517.jpg","01","68",,"18(18)",,"1","592517","(645, 416), W:251, H:61","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","126(044/157)",,,"128(043/160)"
,"30오1777","20180914174812227","C:\Img\2018\09\14\174812227S_1777.jpg","01","69",,"25(25)",,"1","301777","(613, 438), W:269, H:71","GigE 631164 / 1/500S / Gain 70 /FR 52.0","140(042/178)",,,"206(065/251)"
,"30가1385","20180914175018336","C:\Img\2018\09\14\175018336S_1385.jpg","01","56",,"20(20)",,"1","301385","(661, 434), W:263, H:67","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","119(040/155)",,,"123(041/159)"
,"53거2917","20180914175124258","C:\Img\2018\09\14\175124258S_2917.jpg","01","65",,"23(23)",,"1","532917","(567, 410), W:249, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","124(040/155)",,,"202(065/250)"
,"73저6566","20180914175254054","C:\Img\2018\09\14\175254054S_6566.jpg","01","59",,"18(18)",,"1","736566","(537, 434), W:195, H:63","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","107(038/146)",,,"111(040/152)"
,"41러4022","20180914175455679","C:\Img\2018\09\14\175455679S_4022.jpg","01","69",,"22(22)",,"1","414022","(611, 442), W:267, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","123(039/164)",,,"195(060/249)"
,"82버3912","20180914175745761","C:\Img\2018\09\14\175745761S_3912.jpg","01","56",,"18(18)",,"1","823912","(641, 362), W:275, H:69","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","127(039/172)",,,"133(039/178)"
,"69저4938","20180914175827098","C:\Img\2018\09\14\175827098S_4938.jpg","01","78",,"19(19)",,"1","694938","(675, 460), W:257, H:67","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","114(037/153)",,,"124(039/165)"
,"56저8545","20180914175933824","C:\Img\2018\09\14\175933824S_8545.jpg","01","63",,"21(21)",,"1","568545","(711, 420), W:283, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","133(040/177)",,,"188(060/249)"
,"05노7112","20180914180006859","C:\Img\2018\09\14\180006859S_7112.jpg","01","53",,"17(17)",,"1","057112","(619, 415), W:195, H:96","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","050(027/135)",,,"051(028/140)"
,"30보5450","20180914180014925","C:\Img\2018\09\14\180014925S_5450.jpg","01","67",,"22(22)",,"1","305450","(701, 386), W:251, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","109(036/152)",,,"178(055/247)"
,"16수8833","20180914180021735","C:\Img\2018\09\14\180021735S_8833.jpg","01","44",,"17(17)",,"1","168833","(677, 432), W:283, H:73","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","142(045/180)",,,"152(046/194)"
,"67고0309","20180914180154106","C:\Img\2018\09\14\180154106S_0309.jpg","01","50",,"17(17)",,"1","670309","(601, 426), W:261, H:69","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","126(038/168)",,,"133(039/175)"
,"18머2973","20180914180456498","C:\Img\2018\09\14\180456498S_2973.jpg","01","49",,"17(17)",,"1","182973","(439, 454), W:249, H:63","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","110(035/149)",,,"107(035/147)"
,"22너0363","20180914180516478","C:\Img\2018\09\14\180516478S_0363.jpg","01","66",,"20(20)",,"1","220363","(553, 404), W:255, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","111(034/149)",,,"189(053/249)"
,"46우1490","20180914180629064","C:\Img\2018\09\14\180629064S_1490.jpg","01","48",,"17(17)",,"1","461490","(513, 432), W:259, H:65","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","125(039/162)",,,"127(039/165)"
,"43호1378","20180914180644019","C:\Img\2018\09\14\180644019S_1378.jpg","01","59",,"21(21)",,"1","431378","(691, 414), W:283, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","145(041/190)",,,"196(059/250)"
,"36수7793","20180914180743612","C:\Img\2018\09\14\180743612S_7793.jpg","01","53",,"18(18)",,"1","367793","(459, 448), W:257, H:67","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","124(040/162)",,,"126(041/165)"
,"15오0211","20180914180813065","C:\Img\2018\09\14\180813065S_0211.jpg","01","73",,"24(24)",,"1","150211","(485, 486), W:245, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","119(037/151)",,,"193(056/243)"
,"40수1281","20180914180819013","C:\Img\2018\09\14\180819013S_1281.jpg","01","50",,"17(17)",,"1","401281","(555, 408), W:253, H:65","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","119(037/156)",,,"126(038/164)"
,"38루0119","20180914180823939","C:\Img\2018\09\14\180823939S_0119.jpg","01","60",,"21(21)",,"1","380119","(567, 444), W:243, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","112(036/144)",,,"195(057/248)"
,"14보8590","20180914180830999","C:\Img\2018\09\14\180830999S_8590.jpg","01","74",,"17(17)",,"1","148590","(735, 428), W:269, H:67","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","122(042/161)",,,"128(043/168)"
,"69저4938","20180914180855793","C:\Img\2018\09\14\180855793S_4938.jpg","01","65",,"23(23)",,"1","694938","(679, 432), W:261, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","115(036/157)",,,"190(058/249)"
,"12머9134","20180914180900741","C:\Img\2018\09\14\180900741S_9134.jpg","01","48",,"17(17)",,"1","129134","(669, 432), W:269, H:69","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","128(041/162)",,,"133(042/169)"
,"65어7424","20180914180905193","C:\Img\2018\09\14\180905193S_7424.jpg","01","72",,"23(23)",,"1","657424","(657, 472), W:265, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","132(041/170)",,,"201(061/250)"
,"36라0162","20180914180946024","C:\Img\2018\09\14\180946024S_0162.jpg","01","71",,"17(17)",,"1","360162","(493, 456), W:253, H:65","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","110(035/147)",,,"112(035/149)"
,"35하6351","20180914181006859","C:\Img\2018\09\14\181006859S_6351.jpg","01","82",,"22(22)",,"1","356351","(509, 428), W:251, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","121(039/156)",,,"194(063/248)"
,"40모9996","20180914181013204","C:\Img\2018\09\14\181013204S_9996.jpg","01","54",,"17(17)",,"1","409996","(523, 426), W:257, H:69","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","113(035/155)",,,"119(036/162)"
,"04저9033","20180914181029371","C:\Img\2018\09\14\181029371S_9033.jpg","01","65",,"22(22)",,"1","049033","(737, 470), W:285, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","125(040/172)",,,"188(061/249)"
,"51보3134","20180914181052852","C:\Img\2018\09\14\181052852S_3134.jpg","01","66",,"18(18)",,"1","513134","(637, 435), W:197, H:102","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","062(035/140)",,,"064(037/144)"
,"50누7929","20180914181101504","C:\Img\2018\09\14\181101504S_7929.jpg","01","98",,"20(20)",,"1","507929","(575, 442), W:259, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","123(036/157)",,,"199(058/250)"
,"59루6204","20180914181106772","C:\Img\2018\09\14\181106772S_6204.jpg","01","95",,"17(17)",,"1","596204","(593, 426), W:257, H:63","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","124(039/164)",,,"132(041/173)"
,"46서8857","20180914181112905","C:\Img\2018\09\14\181112905S_8857.jpg","01","55",,"17(16)",,"1","468857","(605, 386), W:253, H:63","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","118(039/158)",,,"127(040/169)"
,"33다7081","20180914181139655","C:\Img\2018\09\14\181139655S_7081.jpg","01","48",,"25(25)",,"1","337081","(623, 450), W:189, H:99","GigE 631164 / 1/500S / Gain 70 /FR 52.0","067(038/137)",,,"118(065/242)"
,"38버8316","20180914181210120","C:\Img\2018\09\14\181210120S_8316.jpg","01","71",,"17(17)",,"1","388316","(507, 400), W:241, H:67","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","093(033/127)",,,"098(034/131)"
,"56나2208","20180914181255843","C:\Img\2018\09\14\181255843S_2208.jpg","01","58",,"21(21)",,"1","562208","(621, 316), W:271, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","122(039/158)",,,"196(063/250)"
,"23머4823","20180914181321552","C:\Img\2018\09\14\181321552S_4823.jpg","01","73",,"18(18)",,"1","234823","(515, 420), W:243, H:65","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","110(037/147)",,,"113(038/151)"
,"23로5246","20180914181410903","C:\Img\2018\09\14\181410903S_5246.jpg","01","69",,"23(23)",,"1","235246","(507, 432), W:253, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","112(036/150)",,,"185(058/248)"
,"15구1837","20180914181428921","C:\Img\2018\09\14\181428921S_1837.jpg","01","61",,"18(18)",,"1","151837","(611, 430), W:261, H:69","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","129(040/170)",,,"138(042/178)"
,"33다4241","20180914181533376","C:\Img\2018\09\14\181533376S_4241.jpg","01","51",,"17(16)",,"1","334241","(677, 389), W:181, H:100","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","057(031/131)",,,"059(032/136)"
,"24누4443","20180914181541093","C:\Img\2018\09\14\181541093S_4443.jpg","01","79",,"25(25)",,"1","244443","(623, 432), W:255, H:71","GigE 631164 / 1/500S / Gain 90 /FR 52.0","149(043/198)",,,"199(061/251)"
,"38버8596","20180914181642064","C:\Img\2018\09\14\181642064S_8596.jpg","01","66",,"19(19)",,"1","388596","(587, 424), W:263, H:67","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","145(046/203)",,,"152(048/214)"
,"55다4394","20180914181659800","C:\Img\2018\09\14\181659800S_4394.jpg","01","46",,"18(18)",,"1","554394","(605, 408), W:255, H:65","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","147(044/201)",,,"151(044/203)"
,"15나4346","20180914181712745","C:\Img\2018\09\14\181712745S_4346.jpg","01","72",,"19(19)",,"1","154346","(653, 414), W:195, H:67","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","143(045/205)",,,"148(045/210)"
,"27라2829","20180914181733536","C:\Img\2018\09\14\181733536S_2829.jpg","01","60",,"20(20)","3","1","272829","(613, 404), W:263, H:65","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","052(023/065)","전기","전기","053(024/066)"
,"74다6662","20180914181752191","C:\Img\2018\09\14\181752191S_6662.jpg","01","80",,"26(26)",,"1","746662","(585, 398), W:253, H:61","GigE 631164 / 1/500S / Gain 90 /FR 52.0","147(045/195)",,,"197(068/250)"
,"18누5226","20180914181803319","C:\Img\2018\09\14\181803319S_5226.jpg","01","119",,"20(20)",,"1","185226","(605, 426), W:261, H:67","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","156(047/204)",,,"166(049/216)"
,"10수5305","20180914181823618","C:\Img\2018\09\14\181823618S_5305.jpg","01","45",,"18(17)",,"1","105305","(697, 292), W:271, H:69","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","158(045/212)",,,"170(046/227)"
,"66저1356","20180914181838426","C:\Img\2018\09\14\181838426S_1356.jpg","01","53",,"18(18)",,"1","661356","(645, 400), W:283, H:73","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","178(048/231)",,,"185(048/240)"
,"55너0393","20180914181843054","C:\Img\2018\09\14\181843054S_0393.jpg","01","74",,"20(17)",,"1","550393","(581, 434), W:245, H:63","GigE 631164 / 1/1500S / Gain 90 /FR 52.0","140(046/184)",,,"099(034/127)"
,"24조0277","20180914181921325","C:\Img\2018\09\14\181921325S_0277.jpg","01","81",,"18(18)",,"1","240277","(471, 388), W:253, H:63","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","139(042/182)",,,"142(044/189)"
,"24고1286","20180914181927589","C:\Img\2018\09\14\181927589S_1286.jpg","01","71",,"20(20)",,"1","241286","(571, 406), W:255, H:63","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","154(047/205)",,,"162(049/216)"
,"60버8275","20180914181955258","C:\Img\2018\09\14\181955258S_8275.jpg","01","57",,"19(18)",,"1","608275","(685, 396), W:261, H:63","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","145(044/204)",,,"151(045/212)"
,"33버8797","20180914182014851","C:\Img\2018\09\14\182014851S_8797.jpg","01","62",,"18(18)",,"1","338797","(667, 422), W:203, H:67","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","145(049/208)",,,"154(051/224)"
,"50버0665","20180914182030389","C:\Img\2018\09\14\182030389S_0665.jpg","01","92",,"18(18)",,"1","500665","(671, 380), W:263, H:65","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","151(046/207)",,,"155(047/215)"
,"30루1691","20180914182052556","C:\Img\2018\09\14\182052556S_1691.jpg","01","68",,"20(20)",,"1","301691","(549, 436), W:245, H:67","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","152(046/194)",,,"160(047/205)"
,"24어4838","20180914182147783","C:\Img\2018\09\14\182147783S_4838.jpg","01","65",,"19(18)",,"1","244838","(603, 386), W:183, H:67","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","142(050/193)",,,"146(052/201)"
,"65너0284","20180914182303721","C:\Img\2018\09\14\182303721S_0284.jpg","01","60",,"18(18)",,"1","650284","(415, 416), W:241, H:63","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","117(038/160)",,,"109(037/152)"
,"34무6361","20180914182352809","C:\Img\2018\09\14\182352809S_6361.jpg","01","56",,"28(28)",,"1","346361","(531, 434), W:251, H:67","GigE 631164 / 1/500S / Gain 90 /FR 52.0","149(044/201)",,,"197(066/250)"
,"13거5899","20180914182425946","C:\Img\2018\09\14\182425946S_5899.jpg","01","79",,"19(19)",,"1","135899","(609, 454), W:201, H:65","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","154(051/216)",,,"161(055/225)"
,"69두6492","20180914182507509","C:\Img\2018\09\14\182507509S_6492.jpg","01","79",,"19(18)",,"1","696492","(599, 416), W:249, H:61","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","137(042/184)",,,"152(044/201)"
,"35수2209","20180914182607268","C:\Img\2018\09\14\182607268S_2209.jpg","01","53",,"18(18)",,"1","352209","(535, 434), W:257, H:67","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","156(049/201)",,,"165(051/210)"
,"45거9737","20180914182652491","C:\Img\2018\09\14\182652491S_9737.jpg","01","71",,"17(17)",,"1","459737","(475, 438), W:253, H:63","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","138(040/183)",,,"140(042/186)"
,"10소4812","20180914182730132","C:\Img\2018\09\14\182730132S_4812.jpg","01","54",,"17(17)",,"1","104812","(669, 452), W:263, H:73","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","154(048/191)",,,"166(049/206)"
,"67도8263","20180914182742141","C:\Img\2018\09\14\182742141S_8263.jpg","01","79",,"18(18)",,"1","678263","(593, 480), W:251, H:71","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","141(044/179)",,,"154(046/194)"
,"58노4128","20180914182804871","C:\Img\2018\09\14\182804871S_4128.jpg","01","56",,"20(20)",,"1","584128","(479, 512), W:265, H:73","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","152(048/199)",,,"166(049/214)"
,"65호2738","20180914182834275","C:\Img\2018\09\14\182834275S_2738.jpg","01","60",,"19(19)",,"1","652738","(601, 482), W:273, H:71","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","163(050/206)",,,"180(054/227)"
,"58다0752","20180914182857816","C:\Img\2018\09\14\182857816S_0752.jpg","01","70",,"20(19)",,"1","580752","(565, 408), W:255, H:65","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","155(046/211)",,,"160(049/222)"
,"54가5926","20180914182946020","C:\Img\2018\09\14\182946020S_5926.jpg","01","56",,"17(17)",,"1","545926","(577, 444), W:271, H:71","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","142(041/192)",,,"158(043/213)"
,"25오4109","20180914183012674","C:\Img\2018\09\14\183012674S_4109.jpg","01","65",,"18(18)",,"1","254109","(613, 428), W:263, H:69","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","164(049/209)",,,"174(051/220)"
,"54도1416","20180914183033269","C:\Img\2018\09\14\183033269S_1416.jpg","01","50",,"17(17)",,"1","541416","(515, 470), W:267, H:65","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","154(044/204)",,,"159(044/212)"
,"울산32루7646","20180914183043290","C:\Img\2018\09\14\183043290S_7646.jpg","01","92",,"20(19)",,"1","327646","(710, 420), W:182, H:95","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","069(044/147)",,,"074(047/157)"
,"48루3529","20180914183103029","C:\Img\2018\09\14\183103029S_3529.jpg","01","102",,"25(25)",,"1","483529","(523, 458), W:251, H:65","GigE 631164 / 1/500S / Gain 90 /FR 52.0","137(043/180)",,,"197(064/250)"
,"51부7360","20180914183130238","C:\Img\2018\09\14\183130238S_7360.jpg","01","70",,"19(19)",,"1","517360","(471, 474), W:243, H:67","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","134(042/174)",,,"139(042/180)"
,"53너3449","20180914183134565","C:\Img\2018\09\14\183134565S_3449.jpg","01","70",,"18(18)",,"1","533449","(415, 492), W:245, H:69","GigE 631164 / 1/1000S / Gain 80 /FR 52.0","124(041/158)",,,"120(046/153)"
,"09무1791","20180914183147286","C:\Img\2018\09\14\183147286S_1791.jpg","01","59",,"23(23)",,"1","091791","(575, 426), W:251, H:65","GigE 631164 / 1/500S / Gain 80 /FR 52.0","142(044/178)",,,"208(070/251)"
,"22도4236","20180914183340138","C:\Img\2018\09\14\183340138S_4236.jpg","01","50",,"17(16)",,"1","224236","(677, 362), W:263, H:65","GigE 631164 / 1/1000S / Gain 80 /FR 52.0","138(040/186)",,,"147(041/198)"
,"68도6521","20180914183508148","C:\Img\2018\09\14\183508148S_6521.jpg","01","55",,"16(16)",,"1","686521","(585, 426), W:255, H:67","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","109(035/145)",,,"118(036/156)"
,"35버7016","20180914183516882","C:\Img\2018\09\14\183516882S_7016.jpg","01","75",,"20(20)",,"1","357016","(645, 414), W:257, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","114(037/148)",,,"193(059/249)"
,"15구4156","20180914183606062","C:\Img\2018\09\14\183606062S_4156.jpg","01","46",,"17(17)",,"1","154156","(557, 432), W:261, H:67","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","127(039/163)",,,"133(041/171)"
,"50로7000","20180914184030993","C:\Img\2018\09\14\184030993S_7000.jpg","01","86",,"18(18)",,"1","507000","(487, 402), W:251, H:65","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","109(037/148)",,,"142(045/195)"
,"69저4938","20180914184200897","C:\Img\2018\09\14\184200897S_4938.jpg","01","71",,"20(20)",,"1","694938","(583, 480), W:245, H:67","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","134(044/179)",,,"145(046/189)"
,"11루9437","20180914184237286","C:\Img\2018\09\14\184237286S_9437.jpg","01","61",,"19(19)",,"1","119437","(469, 470), W:243, H:67","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","142(044/180)",,,"144(044/180)"
,"45거9737","20180914184440910","C:\Img\2018\09\14\184440910S_9737.jpg","01","74",,"17(17)",,"1","459737","(525, 414), W:269, H:67","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","152(042/202)",,,"162(044/214)"
,"32조2741","20180914184628148","C:\Img\2018\09\14\184628148S_2741.jpg","01","57",,"19(19)",,"1","322741","(641, 412), W:275, H:73","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","182(052/234)",,,"187(051/241)"
,"09구2133","20180914184643323","C:\Img\2018\09\14\184643323S_2133.jpg","01","114",,"19(17)",,"1","092133","(765, 388), W:257, H:65","GigE 631164 / 1/1500S / Gain 90 /FR 52.0","151(042/194)",,,"105(033/134)"
,"22머4442","20180914184739502","C:\Img\2018\09\14\184739502S_4442.jpg","01","66",,"19(19)",,"1","224442","(629, 490), W:197, H:67","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","143(052/193)",,,"152(055/206)"
,"45마0982","20180914184829320","C:\Img\2018\09\14\184829320S_0982.jpg","01","63",,"17(17)",,"1","450982","(559, 386), W:265, H:65","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","136(042/191)",,,"145(043/203)"
,"08하1174","20180914185132952","C:\Img\2018\09\14\185132952S_1174.jpg","01","73",,"20(20)",,"1","081174","(365, 518), W:259, H:73","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","151(049/195)",,,"137(066/182)"
,"68두7956","20180914185344198","C:\Img\2018\09\14\185344198S_7956.jpg","01","85",,"17(17)",,"1","687956","(535, 416), W:261, H:65","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","151(043/206)",,,"158(043/217)"
,"67고0309","20180914185524795","C:\Img\2018\09\14\185524795S_0309.jpg","01","56",,"17(17)",,"1","670309","(585, 418), W:269, H:69","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","164(045/220)",,,"173(047/231)"
,"69저4938","20180914185825154","C:\Img\2018\09\14\185825154S_4938.jpg","01","102",,"19(17)",,"1","694938","(713, 424), W:249, H:63","GigE 631164 / 1/1500S / Gain 90 /FR 52.0","145(045/196)",,,"102(034/136)"
,"10가0474","20180914190310802","C:\Img\2018\09\14\190310802S_0474.jpg","01","93",,"22(22)",,"1","100474","(481, 444), W:253, H:65","GigE 631164 / 1/500S / Gain 90 /FR 52.0","147(044/191)",,,"199(064/249)"
,"31무8032","20180914190355355","C:\Img\2018\09\14\190355355S_8032.jpg","01","71",,"19(19)",,"1","318032","(583, 450), W:259, H:67","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","149(049/200)",,,"156(050/206)"
,"33모2765","20180914190403054","C:\Img\2018\09\14\190403054S_2765.jpg","01","49",,"18(18)",,"1","332765","(607, 396), W:271, H:65","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","169(050/220)",,,"176(052/232)"
,"27무5459","20180914190428252","C:\Img\2018\09\14\190428252S_5459.jpg","01","74",,"17(16)",,"1","275459","(659, 380), W:247, H:61","GigE 631164 / 1/1500S / Gain 90 /FR 52.0","136(041/184)",,,"096(031/128)"
,"69저4938","20180914190730088","C:\Img\2018\09\14\190730088S_4938.jpg","01","59",,"19(19)",,"1","694938","(715, 460), W:261, H:67","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","148(045/197)",,,"158(047/212)"
,"46소6133","20180914192007673","C:\Img\2018\09\14\192007673S_6133.jpg","01","63",,"18(18)",,"1","466133","(569, 410), W:259, H:67","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","165(048/213)",,,"175(049/226)"
,"33마5238","20180914192645164","C:\Img\2018\09\14\192645164S_5238.jpg","01","57",,"18(18)",,"1","335238","(573, 474), W:193, H:101","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","071(034/150)",,,"076(035/161)"
,"69저4938","20180914192916972","C:\Img\2018\09\14\192916972S_4938.jpg","01","92",,"27(27)",,"1","694938","(687, 432), W:259, H:63","GigE 631164 / 1/500S / Gain 90 /FR 52.0","149(045/200)",,,"193(068/250)"
,"49로2052","20180914193742924","C:\Img\2018\09\14\193742924S_2052.jpg","01","103",,"17(17)",,"1","492052","(363, 496), W:279, H:77","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","137(055/178)",,,"131(078/192)"
,"38수9264","20180914194224306","C:\Img\2018\09\14\194224306S_9264.jpg","01","64",,"19(19)",,"1","389264","(563, 408), W:261, H:65","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","145(043/194)",,,"149(044/200)"
,"06수9230","20180914194846281","C:\Img\2018\09\14\194846281S_9230.jpg","01","46",,"18(18)",,"1","069230","(543, 404), W:269, H:65","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","156(048/202)",,,"162(049/212)"
,"38부2729","20180914194934996","C:\Img\2018\09\14\194934996S_2729.jpg","01","65",,"17(17)",,"1","382729","(523, 488), W:243, H:65","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","123(040/161)",,,"131(041/170)"
,"65어7027","20180914195141269","C:\Img\2018\09\14\195141269S_7027.jpg","01","95",,"17(17)",,"1","657027","(603, 412), W:259, H:67","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","150(048/198)",,,"155(050/202)"
,"56호6659","20180914195436356","C:\Img\2018\09\14\195436356S_6659.jpg","01","38",,"18(18)",,"1","566659","(547, 424), W:255, H:65","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","148(045/201)",,,"152(046/207)"
,"64모0120","20180914200028721","C:\Img\2018\09\14\200028721S_0120.jpg","01","78",,"18(18)",,"1","640120","(493, 582), W:249, H:73","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","131(043/163)",,,"124(043/155)"
,"45호1842","20180914200854319","C:\Img\2018\09\14\200854319S_1842.jpg","01","149",,"23(23)",,"1","451842","(589, 470), W:249, H:67","GigE 631164 / 1/500S / Gain 90 /FR 52.0","144(044/185)",,,"205(066/250)"
,"06도4953","20180914201248475","C:\Img\2018\09\14\201248475S_4953.jpg","01","47",,"18(18)",,"1","064953","(493, 424), W:245, H:69","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","139(041/187)",,,"144(042/192)"
,"15러3958","20180914202320620","C:\Img\2018\09\14\202320620S_3958.jpg","01","84",,"19(19)",,"1","153958","(559, 458), W:251, H:67","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","154(049/197)",,,"160(051/202)"
,"15러3411","20180914203246718","C:\Img\2018\09\14\203246718S_3411.jpg","01","43",,"17(17)",,"1","153411","(557, 438), W:253, H:67","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","167(045/213)",,,"173(048/224)"
,"41버4559","20180914203620446","C:\Img\2018\09\14\203620446S_4559.jpg","01","71",,"18(18)",,"1","414559","(567, 450), W:265, H:65","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","159(047/210)",,,"164(050/220)"
,"45거9737","20180914205925657","C:\Img\2018\09\14\205925657S_9737.jpg","01","63",,"17(17)",,"1","459737","(529, 418), W:261, H:69","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","147(043/190)",,,"158(043/204)"
,"38버8316","20180914210342952","C:\Img\2018\09\14\210342952S_8316.jpg","01","48",,"17(17)",,"1","388316","(551, 404), W:251, H:67","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","128(041/175)",,,"131(041/179)"
,"14구2878","20180914210536731","C:\Img\2018\09\14\210536731S_2878.jpg","01","35",,"17(17)",,"1","142878","(591, 400), W:263, H:63","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","162(048/213)",,,"167(047/220)"
,"18누5226","20180914210551555","C:\Img\2018\09\14\210551555S_5226.jpg","01","46",,"19(19)",,"1","185226","(543, 408), W:251, H:65","GigE 631164 / 1/1000S / Gain 90 /FR 52.0","145(044/188)",,,"151(044/197)"
