일련번호,차량번호,통과시각,파일경로,CODE,인식타임,경차여부,바닥밝기,유효,선택,숫자번호,번호판영역,촬영정보,번호판밝기,전기차,전기차2
,"68보8849","20181115121658112","C:\Img\2018\11\15\121658112S_8849.jpg","01","94",,"88",,"1","688849","(145, 464), W:209, H:81","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181115122257730","C:\Img\2018\11\15\122257730S_XXXX.jpg","01","328",,"70","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"62허6418","20181115125538097","C:\Img\2018\11\15\125538097S_6418.jpg","01","57",,"15",,"1","626418","(137, 494), W:205, H:81","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181115133221948","C:\Img\2018\11\15\133221948S_XXXX.jpg","01","235",,"16","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"05고4034","20181115133415611","C:\Img\2018\11\15\133415611S_4034.jpg","01","78",,"15",,"1","054034","(129, 604), W:195, H:95","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"62루7546","20181115133509841","C:\Img\2018\11\15\133509841S_7546.jpg","01","95",,"16",,"1","627546","(39, 458), W:179, H:79","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181115140516063","C:\Img\2018\11\15\140516063S_XXXX.jpg","01","613",,"11","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"서울32더2153","20181115140547242","C:\Img\2018\11\15\140547242S_2153.jpg","01","76",,"13",,"1","322153","(382, 521), W:252, H:146","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"서울32더2153","20181115140615583","C:\Img\2018\11\15\140615583S_2153.jpg","01","72",,"13",,"1","322153","(540, 488), W:264, H:143","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"서울32더2153","20181115140651750","C:\Img\2018\11\15\140651750S_2153.jpg","01","72",,"13",,"1","322153","(367, 512), W:241, H:139","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"서울32더2153","20181115140837371","C:\Img\2018\11\15\140837371S_2153.jpg","01","70",,"13",,"1","322153","(244, 507), W:200, H:134","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181115141250500","C:\Img\2018\11\15\141250500S_XXXX.jpg","01","164",,"13","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"서울32바8305","20181115142250081","C:\Img\2018\11\15\142250081S_8305.jpg","01","71",,"15",,"1","328305","(12, 510), W:244, H:85","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"61어6443","20181115144752858","C:\Img\2018\11\15\144752858S_6443.jpg","01","89",,"16",,"1","616443","(143, 504), W:235, H:87","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181115152222702","C:\Img\2018\11\15\152222702S_XXXX.jpg","01","213",,"15","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"55로4382","20181115153424889","C:\Img\2018\11\15\153424889S_4382.jpg","01","150",,"11",,"1","554382","(65, 494), W:213, H:89","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181115153509615","C:\Img\2018\11\15\153509615S_XXXX.jpg","01","198",,"11","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"02거5015","20181115154958706","C:\Img\2018\11\15\154958706S_5015.jpg","01","144",,"11",,"1","025015","(61, 354), W:155, H:141","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"36어6713","20181115155137403","C:\Img\2018\11\15\155137403S_6713.jpg","01","47",,"12",,"1","366713","(313, 424), W:173, H:137","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181115155417985","C:\Img\2018\11\15\155417985S_XXXX.jpg","01","140",,"11","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181115160356449","C:\Img\2018\11\15\160356449S_XXXX.jpg","01","136",,"12","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"12소9011","20181115165946775","C:\Img\2018\11\15\165946775S_9011.jpg","01","395",,"9",,"1","129011","(19, 508), W:155, H:87","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"51주4405","20181115170741940","C:\Img\2018\11\15\170741940S_4405.jpg","01","306",,"8",,"1","514405","(11, 448), W:151, H:87","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"62나0143","20181115170822925","C:\Img\2018\11\15\170822925S_0143.jpg","01","52",,"7",,"1","620143","(551, 474), W:371, H:103","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181115170937452","C:\Img\2018\11\15\170937452S_XXXX.jpg","01","265",,"7","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181115173101332","C:\Img\2018\11\15\173101332S_XXXX.jpg","01","232",,"7","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181115174459504","C:\Img\2018\11\15\174459504S_XXXX.jpg","01","192",,"7","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181115174603195","C:\Img\2018\11\15\174603195S_XXXX.jpg","01","333",,"6","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"06머7398","20181115182506638","C:\Img\2018\11\15\182506638S_7398.jpg","01","58",,"7",,"1","067398","(77, 484), W:323, H:99","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"15버6981","20181115182801884","C:\Img\2018\11\15\182801884S_6981.jpg","01","54",,"8",,"1","156981","(473, 628), W:317, H:87","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181115190049590","C:\Img\2018\11\15\190049590S_XXXX.jpg","01","185",,"30","1","1",,,"1200UM 12430549 / 1/500S / Gain 500 /",,,
,"02서3085","20181115191334395","C:\Img\2018\11\15\191334395S_3085.jpg","01","65",,"27",,"1","023085","(229, 446), W:257, H:87","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"13허7411","20181115191532531","C:\Img\2018\11\15\191532531S_7411.jpg","01","53",,"28",,"1","137411","(169, 514), W:203, H:87","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"49저3350","20181115192343995","C:\Img\2018\11\15\192343995S_3350.jpg","01","138",,"24",,"1","493350","(113, 496), W:195, H:85","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"57주0393","20181115192947647","C:\Img\2018\11\15\192947647S_0393.jpg","01","49",,"26",,"1","570393","(345, 502), W:259, H:87","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"21라7288","20181115193031384","C:\Img\2018\11\15\193031384S_7288.jpg","01","90",,"25",,"1","217288","(113, 478), W:187, H:87","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"01라7288","20181115193053445","C:\Img\2018\11\15\193053445S_7288.jpg","01","52",,"27",,"1","017288","(501, 436), W:329, H:95","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"12가0636","20181115194503659","C:\Img\2018\11\15\194503659S_0636.jpg","01","49",,"23",,"1","120636","(125, 438), W:193, H:83","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"06모4542","20181115204037641","C:\Img\2018\11\15\204037641S_4542.jpg","01","103",,"24",,"1","064542","(171, 444), W:193, H:79","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"12보1238","20181115211239288","C:\Img\2018\11\15\211239288S_1238.jpg","01","87",,"29",,"1","121238","(29, 552), W:199, H:93","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"30무9321","20181115215218252","C:\Img\2018\11\15\215218252S_9321.jpg","01","71",,"29",,"1","309321","(117, 524), W:211, H:91","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"30부3898","20181115231032748","C:\Img\2018\11\15\231032748S_3898.jpg","01","127",,"22",,"1","303898","(205, 438), W:205, H:87","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"18루4130","20181116022159461","C:\Img\2018\11\16\022159461S_4130.jpg","01","82",,"24",,"1","184130","(131, 482), W:219, H:85","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"65마3176","20181116043715796","C:\Img\2018\11\16\043715796S_3176.jpg","01","57",,"22",,"1","653176","(247, 432), W:231, H:83","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"서울46머9281","20181116050037724","C:\Img\2018\11\16\050037724S_9281.jpg","01","124",,"21",,"1","469281","(252, 474), W:170, H:139","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"11거9100","20181116052022647","C:\Img\2018\11\16\052022647S_9100.jpg","01","58",,"29",,"1","119100","(93, 474), W:189, H:85","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"45두9423","20181116055523281","C:\Img\2018\11\16\055523281S_9423.jpg","01","51",,"28",,"1","459423","(361, 518), W:277, H:89","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"미인식","20181116061332947","C:\Img\2018\11\16\061332947S_XXXX.jpg","01","430",,"25","1","1",,,"1200UM 12430549 / 1/500S / Gain 500 /",,,
,"02로9708","20181116063051351","C:\Img\2018\11\16\063051351S_9708.jpg","01","84",,"24",,"1","029708","(229, 500), W:173, H:133","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"61어6265","20181116063213233","C:\Img\2018\11\16\063213233S_6265.jpg","01","205",,"23",,"1","616265","(135, 504), W:217, H:87","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"미인식","20181116063837915","C:\Img\2018\11\16\063837915S_XXXX.jpg","01","71",,"25","1","1",,,"1200UM 12430549 / 1/500S / Gain 500 /",,,
,"08부4506","20181116065048660","C:\Img\2018\11\16\065048660S_4506.jpg","01","91",,"25",,"1","084506","(289, 472), W:171, H:83","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"65도7648","20181116065704052","C:\Img\2018\11\16\065704052S_7648.jpg","01","102",,"23",,"1","657648","(81, 540), W:231, H:95","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"30무9321","20181116075646086","C:\Img\2018\11\16\075646086S_9321.jpg","01","85",,"16",,"1","309321","(121, 510), W:197, H:87","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"12주6277","20181116081325744","C:\Img\2018\11\16\081325744S_6277.jpg","01","67",,"13",,"1","126277","(89, 464), W:203, H:81","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"06머7398","20181116082013605","C:\Img\2018\11\16\082013605S_7398.jpg","01","49",,"15",,"1","067398","(137, 454), W:317, H:99","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"65마3176","20181116082705036","C:\Img\2018\11\16\082705036S_3176.jpg","01","66",,"13",,"1","653176","(311, 414), W:233, H:81","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"10루3775","20181116082815650","C:\Img\2018\11\16\082815650S_3775.jpg","01","96",,"14",,"1","103775","(235, 468), W:215, H:83","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"52부1969","20181116083151064","C:\Img\2018\11\16\083151064S_1969.jpg","01","88",,"15",,"1","521969","(81, 350), W:187, H:87","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"55가4187","20181116083344554","C:\Img\2018\11\16\083344554S_4187.jpg","01","56",,"14",,"1","554187","(211, 426), W:215, H:83","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181116083637650","C:\Img\2018\11\16\083637650S_XXXX.jpg","01","230",,"17","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"45마2502","20181116083758156","C:\Img\2018\11\16\083758156S_2502.jpg","01","86",,"20",,"1","452502","(89, 540), W:191, H:89","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"13가8000","20181116090954727","C:\Img\2018\11\16\090954727S_8000.jpg","01","124",,"15",,"1","138000","(113, 284), W:223, H:99","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"37다8000","20181116091013735","C:\Img\2018\11\16\091013735S_8000.jpg","01","79",,"15",,"1","378000","(333, 272), W:339, H:115","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"52저9430","20181116091410394","C:\Img\2018\11\16\091410394S_9430.jpg","01","65",,"16",,"1","529430","(429, 446), W:301, H:87","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"10루3775","20181116093647253","C:\Img\2018\11\16\093647253S_3775.jpg","01","157",,"16",,"1","103775","(227, 474), W:203, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"34모1807","20181116094202825","C:\Img\2018\11\16\094202825S_1807.jpg","01","131",,"21",,"1","341807","(109, 498), W:185, H:89","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"19두3400","20181116095511369","C:\Img\2018\11\16\095511369S_3400.jpg","01","94",,"21",,"1","193400","(109, 472), W:179, H:81","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"83거5260","20181116100322446","C:\Img\2018\11\16\100322446S_5260.jpg","01","50",,"18",,"1","835260","(419, 364), W:285, H:103","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"23고7123","20181116102738087","C:\Img\2018\11\16\102738087S_7123.jpg","01","61",,"26",,"1","237123","(101, 452), W:243, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"32노6338","20181116103909870","C:\Img\2018\11\16\103909870S_6338.jpg","01","70",,"29",,"1","326338","(317, 388), W:271, H:91","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"66조3068","20181116104158622","C:\Img\2018\11\16\104158622S_3068.jpg","01","72",,"32",,"1","663068","(103, 488), W:225, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"13허7411","20181116105835140","C:\Img\2018\11\16\105835140S_7411.jpg","01","56",,"34",,"1","137411","(103, 522), W:193, H:91","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"02서3085","20181116111610447","C:\Img\2018\11\16\111610447S_3085.jpg","01","54",,"27",,"1","023085","(207, 436), W:233, H:83","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"09조5978","20181116112226270","C:\Img\2018\11\16\112226270S_5978.jpg","01","95",,"32",,"1","095978","(155, 504), W:209, H:87","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"65저8713","20181116114117051","C:\Img\2018\11\16\114117051S_8713.jpg","01","85",,"42",,"1","658713","(157, 500), W:223, H:93","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"37서6695","20181116114407610","C:\Img\2018\11\16\114407610S_6695.jpg","01","49",,"36",,"1","376695","(403, 438), W:289, H:83","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"서울31자7928","20181116114431306","C:\Img\2018\11\16\114431306S_7928.jpg","01","86",,"37",,"1","317928","(364, 438), W:318, H:93","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"56나6947","20181116120541019","C:\Img\2018\11\16\120541019S_6947.jpg","01","88",,"64",,"1","566947","(281, 534), W:297, H:91","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"26보0166","20181116121203519","C:\Img\2018\11\16\121203519S_0166.jpg","01","75",,"70",,"1","260166","(143, 524), W:235, H:87","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"40소4536","20181116122045563","C:\Img\2018\11\16\122045563S_4536.jpg","01","58",,"95",,"1","404536","(133, 464), W:193, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"74허6319","20181116125558175","C:\Img\2018\11\16\125558175S_6319.jpg","01","328",,"16",,"1","746319","(83, 538), W:237, H:95","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181116131421391","C:\Img\2018\11\16\131421391S_XXXX.jpg","01","381",,"15","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"15버6981","20181116140020137","C:\Img\2018\11\16\140020137S_6981.jpg","01","83",,"15",,"1","156981","(513, 674), W:355, H:89","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181116142315016","C:\Img\2018\11\16\142315016S_XXXX.jpg","01","283",,"13","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"26서4170","20181116143044764","C:\Img\2018\11\16\143044764S_4170.jpg","01","350",,"14",,"1","264170","(259, 482), W:277, H:89","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"45도3704","20181116144641460","C:\Img\2018\11\16\144641460S_3704.jpg","01","99",,"16",,"1","453704","(185, 532), W:187, H:87","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"18루4130","20181116144750956","C:\Img\2018\11\16\144750956S_4130.jpg","01","98",,"13",,"1","184130","(157, 486), W:249, H:89","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"서울31아6902","20181116150758888","C:\Img\2018\11\16\150758888S_6902.jpg","01","62",,"17",,"1","316902","(232, 488), W:264, H:87","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"11나1858","20181116152146654","C:\Img\2018\11\16\152146654S_1858.jpg","01","122",,"14",,"1","111858","(57, 476), W:183, H:81","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"37두3741","20181116152256323","C:\Img\2018\11\16\152256323S_3741.jpg","01","75",,"15",,"1","373741","(155, 498), W:251, H:85","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181116152638746","C:\Img\2018\11\16\152638746S_XXXX.jpg","01","279",,"12","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"27보2628","20181116152839805","C:\Img\2018\11\16\152839805S_2628.jpg","01","53",,"11",,"1","272628","(483, 478), W:349, H:97","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"41주9139","20181116153222788","C:\Img\2018\11\16\153222788S_9139.jpg","01","154",,"11",,"1","419139","(73, 404), W:171, H:81","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"12소9011","20181116154136696","C:\Img\2018\11\16\154136696S_9011.jpg","01","100",,"12",,"1","129011","(11, 526), W:175, H:89","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181116154531204","C:\Img\2018\11\16\154531204S_XXXX.jpg","01","201",,"13","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"30우3321","20181116160610573","C:\Img\2018\11\16\160610573S_3321.jpg","01","48",,"11",,"1","303321","(201, 428), W:227, H:83","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"15너9016","20181116161144208","C:\Img\2018\11\16\161144208S_9016.jpg","01","81",,"9",,"1","159016","(165, 528), W:251, H:85","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181116163047287","C:\Img\2018\11\16\163047287S_XXXX.jpg","01","136",,"7","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"51주4405","20181116163423690","C:\Img\2018\11\16\163423690S_4405.jpg","01","66",,"8",,"1","514405","(101, 458), W:225, H:87","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"83부5200","20181116163703971","C:\Img\2018\11\16\163703971S_5200.jpg","01","60",,"7",,"1","835200","(101, 384), W:229, H:91","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"58로8086","20181116164004034","C:\Img\2018\11\16\164004034S_8086.jpg","01","62",,"7",,"1","588086","(147, 480), W:211, H:87","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181116164433548","C:\Img\2018\11\16\164433548S_XXXX.jpg","01","284",,"6","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"74허6319","20181116171156091","C:\Img\2018\11\16\171156091S_6319.jpg","01","184",,"13",,"1","746319","(61, 604), W:283, H:107","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181116171409450","C:\Img\2018\11\16\171409450S_XXXX.jpg","01","194",,"8","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"01라7288","20181116173746172","C:\Img\2018\11\16\173746172S_7288.jpg","01","80",,"7",,"1","017288","(341, 452), W:273, H:83","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"09조5978","20181116174001381","C:\Img\2018\11\16\174001381S_5978.jpg","01","237",,"11",,"1","095978","(141, 534), W:215, H:97","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181116174243123","C:\Img\2018\11\16\174243123S_XXXX.jpg","01","227",,"7","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"47마7917","20181116180306881","C:\Img\2018\11\16\180306881S_7917.jpg","01","69",,"8",,"1","477917","(259, 522), W:253, H:85","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"23저9999","20181116181728663","C:\Img\2018\11\16\181728663S_9999.jpg","01","91",,"8",,"1","239999","(417, 472), W:271, H:87","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"18오6333","20181116184504752","C:\Img\2018\11\16\184504752S_6333.jpg","01","58",,"6",,"1","186333","(143, 462), W:223, H:83","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"02서3085","20181116185423562","C:\Img\2018\11\16\185423562S_3085.jpg","01","79",,"7",,"1","023085","(125, 478), W:243, H:91","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"67가4150","20181116192351593","C:\Img\2018\11\16\192351593S_4150.jpg","01","177",,"24",,"1","674150","(69, 524), W:209, H:89","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"10누5717","20181116200709196","C:\Img\2018\11\16\200709196S_5717.jpg","01","94",,"29",,"1","105717","(189, 450), W:161, H:85","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"45가0304","20181116201358218","C:\Img\2018\11\16\201358218S_0304.jpg","01","74",,"23",,"1","450304","(361, 556), W:181, H:81","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"54무8259","20181116215032183","C:\Img\2018\11\16\215032183S_8259.jpg","01","68",,"37",,"1","548259","(85, 548), W:223, H:87","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"46도0740","20181116232520612","C:\Img\2018\11\16\232520612S_0740.jpg","01","72",,"22",,"1","460740","(53, 496), W:173, H:81","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"65마3176","20181117052306245","C:\Img\2018\11\17\052306245S_3176.jpg","01","60",,"23",,"1","653176","(271, 420), W:231, H:81","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"45두9423","20181117055531844","C:\Img\2018\11\17\055531844S_9423.jpg","01","44",,"28",,"1","459423","(273, 510), W:247, H:85","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"경기45바5768","20181117062442156","C:\Img\2018\11\17\062442156S_5768.jpg","01","65",,"24",,"1","455768","(451, 468), W:387, H:101","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"10무6375","20181117063802826","C:\Img\2018\11\17\063802826S_6375.jpg","01","80",,"23",,"1","106375","(135, 498), W:189, H:85","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"미인식","20181117064907213","C:\Img\2018\11\17\064907213S_XXXX.jpg","01","305",,"30","1","1",,,"1200UM 12430549 / 1/500S / Gain 500 /",,,
,"06머7398","20181117072008952","C:\Img\2018\11\17\072008952S_7398.jpg","01","45",,"13",,"1","067398","(327, 442), W:349, H:103","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"02오7826","20181117081237362","C:\Img\2018\11\17\081237362S_7826.jpg","01","120",,"14",,"1","027826","(189, 509), W:181, H:136","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"서울31자7928","20181117082106802","C:\Img\2018\11\17\082106802S_7928.jpg","01","90",,"15",,"1","317928","(301, 464), W:323, H:93","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"26보0166","20181117082229845","C:\Img\2018\11\17\082229845S_0166.jpg","01","36",,"16",,"1","260166","(313, 494), W:257, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"06부5849","20181117082323559","C:\Img\2018\11\17\082323559S_5849.jpg","01","59",,"14",,"1","065849","(201, 434), W:219, H:83","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"03머3987","20181117082343685","C:\Img\2018\11\17\082343685S_3987.jpg","01","52",,"14",,"1","033987","(313, 318), W:213, H:135","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"41루6515","20181117083511123","C:\Img\2018\11\17\083511123S_6515.jpg","01","166",,"18",,"1","416515","(113, 566), W:173, H:93","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"47루6515","20181117083659841","C:\Img\2018\11\17\083659841S_6515.jpg","01","74",,"17",,"1","476515","(401, 488), W:237, H:89","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"61어6265","20181117085633926","C:\Img\2018\11\17\085633926S_6265.jpg","01","74",,"15",,"1","616265","(169, 494), W:203, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"23우2622","20181117091423465","C:\Img\2018\11\17\091423465S_2622.jpg","01","121",,"15",,"1","232622","(201, 510), W:269, H:89","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"서울31아6902","20181117091825972","C:\Img\2018\11\17\091825972S_6902.jpg","01","66",,"18",,"1","316902","(229, 484), W:257, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"52부1969","20181117092204222","C:\Img\2018\11\17\092204222S_1969.jpg","01","75",,"18",,"1","521969","(83, 358), W:197, H:89","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"51루9663","20181117092655368","C:\Img\2018\11\17\092655368S_9663.jpg","01","199",,"18",,"1","519663","(27, 502), W:165, H:93","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"55가4187","20181117093359141","C:\Img\2018\11\17\093359141S_4187.jpg","01","83",,"17",,"1","554187","(71, 444), W:181, H:81","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181117094755937","C:\Img\2018\11\17\094755937S_XXXX.jpg","01","247",,"22","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"37서6695","20181117095937610","C:\Img\2018\11\17\095937610S_6695.jpg","01","47",,"22",,"1","376695","(273, 458), W:253, H:83","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181117100704349","C:\Img\2018\11\17\100704349S_XXXX.jpg","01","350",,"20","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"10루3775","20181117101309549","C:\Img\2018\11\17\101309549S_3775.jpg","01","135",,"31",,"1","103775","(107, 506), W:209, H:89","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181117101401328","C:\Img\2018\11\17\101401328S_XXXX.jpg","01","380",,"32","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"10너4390","20181117101840776","C:\Img\2018\11\17\101840776S_4390.jpg","01","99",,"33",,"1","104390","(145, 510), W:203, H:87","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"12주6277","20181117104855899","C:\Img\2018\11\17\104855899S_6277.jpg","01","83",,"43",,"1","126277","(183, 442), W:193, H:83","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"15너4693","20181117111241955","C:\Img\2018\11\17\111241955S_4693.jpg","01","80",,"31",,"1","154693","(169, 500), W:207, H:89","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"32노6338","20181117111253050","C:\Img\2018\11\17\111253050S_6338.jpg","01","64",,"37",,"1","326338","(317, 380), W:255, H:89","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"66조3068","20181117112829059","C:\Img\2018\11\17\112829059S_3068.jpg","01","71",,"52",,"1","663068","(103, 482), W:223, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"44하8180","20181117114053395","C:\Img\2018\11\17\114053395S_8180.jpg","01","94",,"57",,"1","448180","(183, 452), W:183, H:81","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"04누1118","20181117114753987","C:\Img\2018\11\17\114753987S_1118.jpg","01","63",,"69",,"1","041118","(487, 552), W:253, H:89","1200UM 12430549 / 1/1500S / Gain 500 /",,,
