일련번호,차량번호,통과시각,파일경로,CODE,인식타임,경차여부,바닥밝기,유효,선택,숫자번호
,"07라3663","20181109141308390","C:\Img\2018\11\09\141308390S_3663.jpg","01","64",,"4",,"1","073663"
,"19도2992","20181109141528343","C:\Img\2018\11\09\141528343S_2992.jpg","01","65",,"3",,"1","192992"
,"80가0237","20181109142420578","C:\Img\2018\11\09\142420578S_0237.jpg","01","71",,"5",,"1","800237"
,"37노3946","20181109142647390","C:\Img\2018\11\09\142647390S_3946.jpg","01","54",,"5",,"1","373946"
,"51가1768","20181109143806234","C:\Img\2018\11\09\143806234S_1768.jpg","01","62",,"4",,"1","511768"
,"70호3380","20181109144640125","C:\Img\2018\11\09\144640125S_3380.jpg","01","73",,"5",,"1","703380"
,"37소6600","20181109145433765","C:\Img\2018\11\09\145433765S_6600.jpg","01","76",,"4",,"1","376600"
,"52호9846","20181109150158125","C:\Img\2018\11\09\150158125S_9846.jpg","01","53",,"4",,"1","529846"
,"XXXX5241","20181109150538625","C:\Img\2018\11\09\150538625S_5241.jpg","01","151",,"4","1","1","5241"
,"11노3534","20181109152327859","C:\Img\2018\11\09\152327859S_3534.jpg","01","65",,"4",,"1","113534"
,"19도2992","20181109155521625","C:\Img\2018\11\09\155521625S_2992.jpg","01","49",,"3",,"1","192992"
,"25구5946","20181109162703468","C:\Img\2018\11\09\162703468S_5946.jpg","01","53",,"4",,"1","255946"
,"03서1310","20181109170916156","C:\Img\2018\11\09\170916156S_1310.jpg","01","63",,"3",,"1","031310"
,"01우1448","20181109171222500","C:\Img\2018\11\09\171222500S_1448.jpg","01","80",,"5",,"1","011448"
,"60더6134","20181109171234796","C:\Img\2018\11\09\171234796S_6134.jpg","01","72",,"4",,"1","606134"
,"49거0469","20181109171715875","C:\Img\2018\11\09\171715875S_0469.jpg","01","60",,"3",,"1","490469"
,"66조3422","20181109172005921","C:\Img\2018\11\09\172005921S_3422.jpg","01","74",,"4",,"1","663422"
,"61고5104","20181109172943421","C:\Img\2018\11\09\172943421S_5104.jpg","01","89",,"3",,"1","615104"
,"56로9542","20181109173604828","C:\Img\2018\11\09\173604828S_9542.jpg","01","60",,"4",,"1","569542"
,"67수6782","20181109174858265","C:\Img\2018\11\09\174858265S_6782.jpg","01","52",,"4",,"1","676782"
,"76허2704","20181109175433343","C:\Img\2018\11\09\175433343S_2704.jpg","01","69",,"4",,"1","762704"
,"06구8712","20181109180234421","C:\Img\2018\11\09\180234421S_8712.jpg","01","75",,"5",,"1","068712"
,"46부1157","20181109180529265","C:\Img\2018\11\09\180529265S_1157.jpg","01","40",,"3",,"1","461157"
,"13소9704","20181109181604968","C:\Img\2018\11\09\181604968S_9704.jpg","01","74",,"4",,"1","139704"
,"51오4696","20181109181851562","C:\Img\2018\11\09\181851562S_4696.jpg","01","52",,"4",,"1","514696"
,"13버5875","20181109183006500","C:\Img\2018\11\09\183006500S_5875.jpg","01","51",,"4",,"1","135875"
,"37소6600","20181109183210109","C:\Img\2018\11\09\183210109S_6600.jpg","01","51",,"4",,"1","376600"
,"38너1787","20181109184551843","C:\Img\2018\11\09\184551843S_1787.jpg","01","91",,"3",,"1","381787"
,"42서0801","20181109184752609","C:\Img\2018\11\09\184752609S_0801.jpg","01","72",,"3",,"1","420801"
,"39보8578","20181109184845359","C:\Img\2018\11\09\184845359S_8578.jpg","01","47",,"4",,"1","398578"
,"11노3534","20181109191212625","C:\Img\2018\11\09\191212625S_3534.jpg","01","80",,"7",,"1","113534"
,"07라3663","20181109191704500","C:\Img\2018\11\09\191704500S_3663.jpg","01","69",,"7",,"1","073663"
,"20하9061","20181109192117484","C:\Img\2018\11\09\192117484S_9061.jpg","01","71",,"7",,"1","209061"
,"52부1095","20181109194040828","C:\Img\2018\11\09\194040828S_1095.jpg","01","73",,"11",,"1","521095"
,"24조1284","20181109194142468","C:\Img\2018\11\09\194142468S_1284.jpg","01","53",,"6",,"1","241284"
,"40너3690","20181109195701109","C:\Img\2018\11\09\195701109S_3690.jpg","01","68",,"7",,"1","403690"
,"42무1452","20181109200416031","C:\Img\2018\11\09\200416031S_1452.jpg","01","60",,"6",,"1","421452"
,"37더2877","20181109200447437","C:\Img\2018\11\09\200447437S_2877.jpg","01","70",,"5",,"1","372877"
,"15무0234","20181109200608734","C:\Img\2018\11\09\200608734S_0234.jpg","01","45",,"5",,"1","150234"
,"14가7137","20181109200759687","C:\Img\2018\11\09\200759687S_7137.jpg","01","67",,"8",,"1","147137"
,"07라3663","20181109204112765","C:\Img\2018\11\09\204112765S_3663.jpg","01","63",,"6",,"1","073663"
,"12구4312","20181109214851312","C:\Img\2018\11\09\214851312S_4312.jpg","01","75",,"7",,"1","124312"
,"72허1927","20181109233234156","C:\Img\2018\11\09\233234156S_1927.jpg","01","65",,"7",,"1","721927"
,"03서1310","20181110104259953","C:\Img\2018\11\10\104259953S_1310.jpg","01","57",,"3",,"1","031310"
,"51루7716","20181110123457578","C:\Img\2018\11\10\123457578S_7716.jpg","01","81",,"3",,"1","517716"
,"07소8061","20181110131306265","C:\Img\2018\11\10\131306265S_8061.jpg","01","67",,"3",,"1","078061"
,"43더0538","20181110131332343","C:\Img\2018\11\10\131332343S_0538.jpg","01","131",,"4",,"1","430538"
,"62부6814","20181110131838296","C:\Img\2018\11\10\131838296S_6814.jpg","01","63",,"3",,"1","626814"
,"37소6600","20181110134022437","C:\Img\2018\11\10\134022437S_6600.jpg","01","58",,"4",,"1","376600"
,"24조1284","20181110140609781","C:\Img\2018\11\10\140609781S_1284.jpg","01","57",,"4",,"1","241284"
,"13소9704","20181110150651343","C:\Img\2018\11\10\150651343S_9704.jpg","01","56",,"4",,"1","139704"
,"07라3663","20181110154744718","C:\Img\2018\11\10\154744718S_3663.jpg","01","113",,"4",,"1","073663"
,"04소9077","20181110201857312","C:\Img\2018\11\10\201857312S_9077.jpg","01","69",,"8",,"1","049077"
,"07라3663","20181110202512531","C:\Img\2018\11\10\202512531S_3663.jpg","01","79",,"7",,"1","073663"
,"51루7716","20181111102320949","C:\Img\2018\11\11\102320949S_7716.jpg","01","66",,"3",,"1","517716"
,"09서5807","20181111111407497","C:\Img\2018\11\11\111407497S_5807.jpg","01","81",,"4",,"1","095807"
,"67하1727","20181111132753460","C:\Img\2018\11\11\132753460S_1727.jpg","01","64",,"3",,"1","671727"
,"51루7716","20181111134317663","C:\Img\2018\11\11\134317663S_7716.jpg","01","69",,"3",,"1","517716"
,"20하8435","20181111140444366","C:\Img\2018\11\11\140444366S_8435.jpg","01","62",,"3",,"1","208435"
,"24우1074","20181111144741304","C:\Img\2018\11\11\144741304S_1074.jpg","01","65",,"3",,"1","241074"
,"13소9704","20181111144859913","C:\Img\2018\11\11\144859913S_9704.jpg","01","64",,"4",,"1","139704"
,"36마3366","20181111152832397","C:\Img\2018\11\11\152832397S_3366.jpg","01","62",,"4",,"1","363366"
,"27호2039","20181111180822804","C:\Img\2018\11\11\180822804S_2039.jpg","01","79",,"5",,"1","272039"
,"65루8740","20181111182218882","C:\Img\2018\11\11\182218882S_8740.jpg","01","57",,"3",,"1","658740"
,"72호1625","20181111191856475","C:\Img\2018\11\11\191856475S_1625.jpg","01","83",,"7",,"1","721625"
,"29호3961","20181111194900913","C:\Img\2018\11\11\194900913S_3961.jpg","01","67",,"4",,"1","293961"
,"11너0500","20181111201300054","C:\Img\2018\11\11\201300054S_0500.jpg","01","78",,"6",,"1","110500"
,"38우0537","20181111201308585","C:\Img\2018\11\11\201308585S_0537.jpg","01","64",,"5",,"1","380537"
,"32우7715","20181111201415085","C:\Img\2018\11\11\201415085S_7715.jpg","01","58",,"5",,"1","327715"
,"03서1310","20181111201547616","C:\Img\2018\11\11\201547616S_1310.jpg","01","95",,"6",,"1","031310"
,"51루7716","20181111222109835","C:\Img\2018\11\11\222109835S_7716.jpg","01","82",,"5",,"1","517716"
,"07라3663","20181111222114007","C:\Img\2018\11\11\222114007S_3663.jpg","01","67",,"6",,"1","073663"
,"07라3663","20181112090028406","C:\Img\2018\11\12\090028406S_3663.jpg","01","69",,"4",,"1","073663"
,"20하8449","20181112091354171","C:\Img\2018\11\12\091354171S_8449.jpg","01","64",,"4",,"1","208449"
,"08허6972","20181112092801421","C:\Img\2018\11\12\092801421S_6972.jpg","01","76",,"4",,"1","086972"
,"29호3965","20181112093124765","C:\Img\2018\11\12\093124765S_3965.jpg","01","59",,"3",,"1","293965"
,"38허1321","20181112100558203","C:\Img\2018\11\12\100558203S_1321.jpg","01","69",,"4",,"1","381321"
,"45수6063","20181112100835218","C:\Img\2018\11\12\100835218S_6063.jpg","01","80",,"3",,"1","456063"
,"60라1078","20181112102916625","C:\Img\2018\11\12\102916625S_1078.jpg","01","86",,"4",,"1","601078"
,"69호5257","20181112105200421","C:\Img\2018\11\12\105200421S_5257.jpg","01","64",,"4",,"1","695257"
,"08호2556","20181112105333234","C:\Img\2018\11\12\105333234S_2556.jpg","01","64",,"6",,"1","082556"
,"42서0801","20181112110153531","C:\Img\2018\11\12\110153531S_0801.jpg","01","68",,"3",,"1","420801"
,"42무1452","20181112110937375","C:\Img\2018\11\12\110937375S_1452.jpg","01","61",,"4",,"1","421452"
,"02구5049","20181112111326453","C:\Img\2018\11\12\111326453S_5049.jpg","01","70",,"5",,"1","025049"
,"07나0112","20181112112639015","C:\Img\2018\11\12\112639015S_0112.jpg","01","57",,"4",,"1","070112"
,"67수6782","20181112112955625","C:\Img\2018\11\12\112955625S_6782.jpg","01","48",,"3",,"1","676782"
,"35우2622","20181112113015468","C:\Img\2018\11\12\113015468S_2622.jpg","01","46",,"3",,"1","352622"
,"40너3690","20181112113938578","C:\Img\2018\11\12\113938578S_3690.jpg","01","67",,"4",,"1","403690"
,"XXXX4685","20181112114706984","C:\Img\2018\11\12\114706984S_4685.jpg","01","235",,"3","1","1","4685"
,"52호3069","20181112115002890","C:\Img\2018\11\12\115002890S_3069.jpg","01","59",,"4",,"1","523069"
,"42소5952","20181112115232687","C:\Img\2018\11\12\115232687S_5952.jpg","01","73",,"4",,"1","425952"
,"62부6814","20181112120644890","C:\Img\2018\11\12\120644890S_6814.jpg","01","76",,"3",,"1","626814"
,"20하7085","20181112121139734","C:\Img\2018\11\12\121139734S_7085.jpg","01","76",,"4",,"1","207085"
,"55나6209","20181112122541812","C:\Img\2018\11\12\122541812S_6209.jpg","01","68",,"4",,"1","556209"
,"60라1078","20181112123156453","C:\Img\2018\11\12\123156453S_1078.jpg","01","85",,"4",,"1","601078"
,"39보8578","20181112123944234","C:\Img\2018\11\12\123944234S_8578.jpg","01","57",,"4",,"1","398578"
,"24나2117","20181112124350828","C:\Img\2018\11\12\124350828S_2117.jpg","01","67",,"4",,"1","242117"
,"19도2992","20181112124400890","C:\Img\2018\11\12\124400890S_2992.jpg","01","61",,"3",,"1","192992"
,"71하9919","20181112125503312","C:\Img\2018\11\12\125503312S_9919.jpg","01","75",,"3",,"1","719919"
,"49거0469","20181112125526265","C:\Img\2018\11\12\125526265S_0469.jpg","01","64",,"3",,"1","490469"
,"38너1787","20181112131044046","C:\Img\2018\11\12\131044046S_1787.jpg","01","81",,"3",,"1","381787"
,"15무0234","20181112131322343","C:\Img\2018\11\12\131322343S_0234.jpg","01","56",,"3",,"1","150234"
,"07라3663","20181112132651015","C:\Img\2018\11\12\132651015S_3663.jpg","01","129",,"4",,"1","073663"
,"07나0112","20181112133322062","C:\Img\2018\11\12\133322062S_0112.jpg","01","105",,"3",,"1","070112"
,"37나9561","20181112134344046","C:\Img\2018\11\12\134344046S_9561.jpg","01","76",,"4",,"1","379561"
,"70호3380","20181112134921078","C:\Img\2018\11\12\134921078S_3380.jpg","01","76",,"4",,"1","703380"
,"70호3375","20181112134926359","C:\Img\2018\11\12\134926359S_3375.jpg","01","107",,"4",,"1","703375"
,"20하9061","20181112141510968","C:\Img\2018\11\12\141510968S_9061.jpg","01","63",,"4",,"1","209061"
,"70호3375","20181112142627078","C:\Img\2018\11\12\142627078S_3375.jpg","01","65",,"3",,"1","703375"
,"63라0270","20181112151119203","C:\Img\2018\11\12\151119203S_0270.jpg","01","77",,"9",,"1","630270"
,"20하8308","20181112151811921","C:\Img\2018\11\12\151811921S_8308.jpg","01","66",,"6",,"1","208308"
,"37소6600","20181112153241265","C:\Img\2018\11\12\153241265S_6600.jpg","01","56",,"4",,"1","376600"
,"04모4784","20181112153802046","C:\Img\2018\11\12\153802046S_4784.jpg","01","54",,"4",,"1","044784"
,"01고0279","20181112163256687","C:\Img\2018\11\12\163256687S_0279.jpg","01","63",,"3",,"1","010279"
,"07라3663","20181112163604671","C:\Img\2018\11\12\163604671S_3663.jpg","01","74",,"4",,"1","073663"
,"20다4618","20181112163645453","C:\Img\2018\11\12\163645453S_4618.jpg","01","75",,"3",,"1","204618"
,"37노3946","20181112163702921","C:\Img\2018\11\12\163702921S_3946.jpg","01","51",,"4",,"1","373946"
,"40호3727","20181112165133906","C:\Img\2018\11\12\165133906S_3727.jpg","01","58",,"4",,"1","403727"
,"42소5952","20181112170009953","C:\Img\2018\11\12\170009953S_5952.jpg","01","64",,"4",,"1","425952"
,"52나4254","20181112171616937","C:\Img\2018\11\12\171616937S_4254.jpg","01","51",,"3",,"1","524254"
,"15무0234","20181112172004359","C:\Img\2018\11\12\172004359S_0234.jpg","01","51",,"3",,"1","150234"
,"37소6600","20181112172423390","C:\Img\2018\11\12\172423390S_6600.jpg","01","61",,"4",,"1","376600"
,"37더2877","20181112174919578","C:\Img\2018\11\12\174919578S_2877.jpg","01","63",,"3",,"1","372877"
,"14허5455","20181112174924609","C:\Img\2018\11\12\174924609S_5455.jpg","01","60",,"4",,"1","145455"
,"27호2039","20181112175427984","C:\Img\2018\11\12\175427984S_2039.jpg","01","65",,"5",,"1","272039"
,"20하8449","20181112175436406","C:\Img\2018\11\12\175436406S_8449.jpg","01","71",,"4",,"1","208449"
,"13소9704","20181112175903609","C:\Img\2018\11\12\175903609S_9704.jpg","01","61",,"4",,"1","139704"
,"36마3366","20181112180716937","C:\Img\2018\11\12\180716937S_3366.jpg","01","58",,"5",,"1","363366"
,"62부6814","20181112181116328","C:\Img\2018\11\12\181116328S_6814.jpg","01","54",,"3",,"1","626814"
,"61고5104","20181112181144250","C:\Img\2018\11\12\181144250S_5104.jpg","01","106",,"3",,"1","615104"
,"67수6782","20181112181515890","C:\Img\2018\11\12\181515890S_6782.jpg","01","56",,"4",,"1","676782"
,"13나4570","20181112181656578","C:\Img\2018\11\12\181656578S_4570.jpg","01","70",,"5",,"1","134570"
,"76나5241","20181112182152156","C:\Img\2018\11\12\182152156S_5241.jpg","01","71",,"4",,"1","765241"
,"19도2992","20181112182251000","C:\Img\2018\11\12\182251000S_2992.jpg","01","73",,"3",,"1","192992"
,"07나0112","20181112185020109","C:\Img\2018\11\12\185020109S_0112.jpg","01","76",,"3",,"1","070112"
,"01우1448","20181112185223781","C:\Img\2018\11\12\185223781S_1448.jpg","01","90",,"5",,"1","011448"
,"40너3690","20181112185334093","C:\Img\2018\11\12\185334093S_3690.jpg","01","65",,"4",,"1","403690"
,"06구8712","20181112190118015","C:\Img\2018\11\12\190118015S_8712.jpg","01","71",,"8",,"1","068712"
,"20하7069","20181112190317140","C:\Img\2018\11\12\190317140S_7069.jpg","01","84",,"6",,"1","207069"
,"51가1768","20181112190610156","C:\Img\2018\11\12\190610156S_1768.jpg","01","56",,"6",,"1","511768"
,"01우1448","20181112190946484","C:\Img\2018\11\12\190946484S_1448.jpg","01","69",,"7",,"1","011448"
,"14가7137","20181112191140171","C:\Img\2018\11\12\191140171S_7137.jpg","01","59",,"8",,"1","147137"
,"64노4405","20181112191316578","C:\Img\2018\11\12\191316578S_4405.jpg","01","70",,"6",,"1","644405"
,"13버5875","20181112191455546","C:\Img\2018\11\12\191455546S_5875.jpg","01","86",,"7",,"1","135875"
,"35누7523","20181112194150890","C:\Img\2018\11\12\194150890S_7523.jpg","01","61",,"7",,"1","357523"
,"03서1310","20181112194158265","C:\Img\2018\11\12\194158265S_1310.jpg","01","63",,"5",,"1","031310"
,"24조1284","20181112201650250","C:\Img\2018\11\12\201650250S_1284.jpg","01","69",,"6",,"1","241284"
,"66조3422","20181112203551515","C:\Img\2018\11\12\203551515S_3422.jpg","01","66",,"7",,"1","663422"
,"42무1452","20181112205259187","C:\Img\2018\11\12\205259187S_1452.jpg","01","65",,"6",,"1","421452"
,"12구4312","20181112210429312","C:\Img\2018\11\12\210429312S_4312.jpg","01","60",,"7",,"1","124312"
,"07라3663","20181112220922796","C:\Img\2018\11\12\220922796S_3663.jpg","01","94",,"7",,"1","073663"
,"42소5952","20181112224152265","C:\Img\2018\11\12\224152265S_5952.jpg","01","86",,"6",,"1","425952"
,"24우1074","20181113075406156","C:\Img\2018\11\13\075406156S_1074.jpg","01","62",,"3",,"1","241074"
,"66하9230","20181113090112359","C:\Img\2018\11\13\090112359S_9230.jpg","01","63",,"4",,"1","669230"
,"40호3479","20181113090149546","C:\Img\2018\11\13\090149546S_3479.jpg","01","62",,"3",,"1","403479"
,"40너3690","20181113090515656","C:\Img\2018\11\13\090515656S_3690.jpg","01","83",,"2",,"1","403690"
,"02구5049","20181113091741890","C:\Img\2018\11\13\091741890S_5049.jpg","01","54",,"4",,"1","025049"
,"미인식","20181113092959703","C:\Img\2018\11\13\092959703S_XXXX.jpg","01","139",,"6","1","1",
,"37노3946","20181113094647546","C:\Img\2018\11\13\094647546S_3946.jpg","01","53",,"4",,"1","373946"
,"35우2622","20181113095332328","C:\Img\2018\11\13\095332328S_2622.jpg","01","53",,"3",,"1","352622"
,"04호2690","20181113095547953","C:\Img\2018\11\13\095547953S_2690.jpg","01","84",,"5",,"1","042690"
,"04호9586","20181113102155109","C:\Img\2018\11\13\102155109S_9586.jpg","01","64",,"3",,"1","049586"
,"36마3366","20181113102723578","C:\Img\2018\11\13\102723578S_3366.jpg","01","64",,"9",,"1","363366"
,"07나0112","20181113103712593","C:\Img\2018\11\13\103712593S_0112.jpg","01","75",,"2",,"1","070112"
,"67하1717","20181113105303125","C:\Img\2018\11\13\105303125S_1717.jpg","01","84",,"4",,"1","671717"
,"42무1452","20181113105323593","C:\Img\2018\11\13\105323593S_1452.jpg","01","55",,"4",,"1","421452"
,"37나9561","20181113110526718","C:\Img\2018\11\13\110526718S_9561.jpg","01","54",,"4",,"1","379561"
,"63호2296","20181113111837906","C:\Img\2018\11\13\111837906S_2296.jpg","01","93",,"4",,"1","632296"
,"12라0587","20181113111920859","C:\Img\2018\11\13\111920859S_0587.jpg","01","74",,"4",,"1","120587"
,"64노4405","20181113122646468","C:\Img\2018\11\13\122646468S_4405.jpg","01","60",,"3",,"1","644405"
,"15무0234","20181113122930484","C:\Img\2018\11\13\122930484S_0234.jpg","01","55",,"3",,"1","150234"
,"65서1694","20181113123223468","C:\Img\2018\11\13\123223468S_1694.jpg","01","55",,"4",,"1","651694"
,"39보8578","20181113123919437","C:\Img\2018\11\13\123919437S_8578.jpg","01","55",,"3",,"1","398578"
,"33허9904","20181113124546125","C:\Img\2018\11\13\124546125S_9904.jpg","01","70",,"4",,"1","339904"
,"40호3727","20181113125243984","C:\Img\2018\11\13\125243984S_3727.jpg","01","66",,"4",,"1","403727"
,"01고0279","20181113130655562","C:\Img\2018\11\13\130655562S_0279.jpg","01","62",,"3",,"1","010279"
,"35누7523","20181113130914328","C:\Img\2018\11\13\130914328S_7523.jpg","01","74",,"4",,"1","357523"
,"40하3815","20181113132947718","C:\Img\2018\11\13\132947718S_3815.jpg","01","71",,"4",,"1","403815"
,"42소5952","20181113133257921","C:\Img\2018\11\13\133257921S_5952.jpg","01","69",,"4",,"1","425952"
,"46부1157","20181113140454765","C:\Img\2018\11\13\140454765S_1157.jpg","01","61",,"3",,"1","461157"
,"경기51러9101","20181113141024859","C:\Img\2018\11\13\141024859S_9101.jpg","01","84",,"4",,"1","519101"
,"07라3663","20181113142324250","C:\Img\2018\11\13\142324250S_3663.jpg","01","122",,"4",,"1","073663"
,"66조3422","20181113145128609","C:\Img\2018\11\13\145128609S_3422.jpg","01","56",,"5",,"1","663422"
,"63호8454","20181113154816484","C:\Img\2018\11\13\154816484S_8454.jpg","01","76",,"5",,"1","638454"
,"66하2424","20181113155030328","C:\Img\2018\11\13\155030328S_2424.jpg","01","65",,"4",,"1","662424"
,"51가1768","20181113161627062","C:\Img\2018\11\13\161627062S_1768.jpg","01","71",,"4",,"1","511768"
,"36마3366","20181113161815125","C:\Img\2018\11\13\161815125S_3366.jpg","01","65",,"8",,"1","363366"
,"63라0270","20181113163106421","C:\Img\2018\11\13\163106421S_0270.jpg","01","76",,"5",,"1","630270"
,"04호5434","20181113164152453","C:\Img\2018\11\13\164152453S_5434.jpg","01","73",,"3",,"1","045434"
,"37나9561","20181113165020546","C:\Img\2018\11\13\165020546S_9561.jpg","01","55",,"4",,"1","379561"
,"14허5904","20181113170253796","C:\Img\2018\11\13\170253796S_5904.jpg","01","60",,"4",,"1","145904"
,"27호2039","20181113170827296","C:\Img\2018\11\13\170827296S_2039.jpg","01","80",,"5",,"1","272039"
,"46주8840","20181113171124609","C:\Img\2018\11\13\171124609S_8840.jpg","01","56",,"4",,"1","468840"
,"66조3422","20181113172103984","C:\Img\2018\11\13\172103984S_3422.jpg","01","55",,"5",,"1","663422"
,"12도6466","20181113173456531","C:\Img\2018\11\13\173456531S_6466.jpg","01","63",,"3",,"1","126466"
,"36마3366","20181113180624796","C:\Img\2018\11\13\180624796S_3366.jpg","01","59",,"4",,"1","363366"
,"61고5104","20181113181053156","C:\Img\2018\11\13\181053156S_5104.jpg","01","96",,"3",,"1","615104"
,"67수6782","20181113181118421","C:\Img\2018\11\13\181118421S_6782.jpg","01","54",,"3",,"1","676782"
,"46부1157","20181113181700796","C:\Img\2018\11\13\181700796S_1157.jpg","01","67",,"3",,"1","461157"
,"13소9704","20181113181746796","C:\Img\2018\11\13\181746796S_9704.jpg","01","72",,"10",,"1","139704"
,"62부6814","20181113181755843","C:\Img\2018\11\13\181755843S_6814.jpg","01","68",,"3",,"1","626814"
,"68어8969","20181113183804890","C:\Img\2018\11\13\183804890S_8969.jpg","01","66",,"5",,"1","688969"
,"60라1078","20181113184127375","C:\Img\2018\11\13\184127375S_1078.jpg","01","62",,"4",,"1","601078"
,"55나6209","20181113190159078","C:\Img\2018\11\13\190159078S_6209.jpg","01","78",,"6",,"1","556209"
,"68하1492","20181113191834437","C:\Img\2018\11\13\191834437S_1492.jpg","01","122",,"5",,"1","681492"
,"03서1310","20181113191853015","C:\Img\2018\11\13\191853015S_1310.jpg","01","57",,"5",,"1","031310"
,"49거0469","20181113192414953","C:\Img\2018\11\13\192414953S_0469.jpg","01","78",,"5",,"1","490469"
,"14가7137","20181113192714218","C:\Img\2018\11\13\192714218S_7137.jpg","01","75",,"8",,"1","147137"
,"40너3690","20181113193201140","C:\Img\2018\11\13\193201140S_3690.jpg","01","66",,"7",,"1","403690"
,"39보8578","20181113194040421","C:\Img\2018\11\13\194040421S_8578.jpg","01","72",,"6",,"1","398578"
,"19도2992","20181113194924046","C:\Img\2018\11\13\194924046S_2992.jpg","01","67",,"5",,"1","192992"
,"20하8327","20181113195350031","C:\Img\2018\11\13\195350031S_8327.jpg","01","61",,"6",,"1","208327"
,"06구8712","20181113195635828","C:\Img\2018\11\13\195635828S_8712.jpg","01","43",,"8",,"1","068712"
,"15무0234","20181113200445781","C:\Img\2018\11\13\200445781S_0234.jpg","01","66",,"5",,"1","150234"
,"37더2877","20181113200514500","C:\Img\2018\11\13\200514500S_2877.jpg","01","69",,"5",,"1","372877"
,"12구4312","20181113205855656","C:\Img\2018\11\13\205855656S_4312.jpg","01","66",,"9",,"1","124312"
,"13버5875","20181113215611046","C:\Img\2018\11\13\215611046S_5875.jpg","01","90",,"7",,"1","135875"
,"07라3663","20181113223041828","C:\Img\2018\11\13\223041828S_3663.jpg","01","86",,"6",,"1","073663"
,"24나2117","20181114090917765","C:\Img\2018\11\14\090917765S_2117.jpg","01","76",,"3",,"1","242117"
,"14허5440","20181114094820812","C:\Img\2018\11\14\094820812S_5440.jpg","01","75",,"4",,"1","145440"
,"62부6814","20181114102518468","C:\Img\2018\11\14\102518468S_6814.jpg","01","51",,"3",,"1","626814"
,"37노3946","20181114102542953","C:\Img\2018\11\14\102542953S_3946.jpg","01","66",,"4",,"1","373946"
,"32조0478","20181114102754265","C:\Img\2018\11\14\102754265S_0478.jpg","01","63",,"5",,"1","320478"
,"37나9561","20181114102802015","C:\Img\2018\11\14\102802015S_9561.jpg","01","57",,"4",,"1","379561"
,"42소5952","20181114102828156","C:\Img\2018\11\14\102828156S_5952.jpg","01","82",,"3",,"1","425952"
,"69호5403","20181114103423812","C:\Img\2018\11\14\103423812S_5403.jpg","01","74",,"3",,"1","695403"
,"53보3941","20181114104021390","C:\Img\2018\11\14\104021390S_3941.jpg","01","70",,"4",,"1","533941"
,"35우2622","20181114104326640","C:\Img\2018\11\14\104326640S_2622.jpg","01","58",,"3",,"1","352622"
,"01고0279","20181114104647046","C:\Img\2018\11\14\104647046S_0279.jpg","01","50",,"3",,"1","010279"
,"XXXX4603","20181114104656218","C:\Img\2018\11\14\104656218S_4603.jpg","01","144",,"4","1","1","4603"
,"63라0270","20181114105509234","C:\Img\2018\11\14\105509234S_0270.jpg","01","86",,"5",,"1","630270"
,"02구5049","20181114110131796","C:\Img\2018\11\14\110131796S_5049.jpg","01","70",,"4",,"1","025049"
,"42무1452","20181114111143781","C:\Img\2018\11\14\111143781S_1452.jpg","01","63",,"4",,"1","421452"
,"46부1157","20181114111204234","C:\Img\2018\11\14\111204234S_1157.jpg","01","60",,"3",,"1","461157"
,"68호5295","20181114111310046","C:\Img\2018\11\14\111310046S_5295.jpg","01","49",,"4",,"1","685295"
,"37소6600","20181114111415281","C:\Img\2018\11\14\111415281S_6600.jpg","01","62",,"4",,"1","376600"
,"29오7323","20181114111435484","C:\Img\2018\11\14\111435484S_7323.jpg","01","64",,"4",,"1","297323"
,"67수6782","20181114112124046","C:\Img\2018\11\14\112124046S_6782.jpg","01","58",,"3",,"1","676782"
,"49주5326","20181114113417593","C:\Img\2018\11\14\113417593S_5326.jpg","01","55",,"3",,"1","495326"
,"14허5455","20181114113724421","C:\Img\2018\11\14\113724421S_5455.jpg","01","65",,"4",,"1","145455"
,"30소2496","20181114113919921","C:\Img\2018\11\14\113919921S_2496.jpg","01","52",,"3",,"1","302496"
,"67하1727","20181114114228484","C:\Img\2018\11\14\114228484S_1727.jpg","01","56",,"3",,"1","671727"
,"39보8578","20181114114455125","C:\Img\2018\11\14\114455125S_8578.jpg","01","61",,"3",,"1","398578"
,"17두2924","20181114115910125","C:\Img\2018\11\14\115910125S_2924.jpg","01","50",,"4",,"1","172924"
,"51루7716","20181114120123953","C:\Img\2018\11\14\120123953S_7716.jpg","01","69",,"3",,"1","517716"
,"66조0504","20181114120844796","C:\Img\2018\11\14\120844796S_0504.jpg","01","60",,"4",,"1","660504"
,"62부6814","20181114120855359","C:\Img\2018\11\14\120855359S_6814.jpg","01","75",,"3",,"1","626814"
,"52호3994","20181114121239984","C:\Img\2018\11\14\121239984S_3994.jpg","01","71",,"3",,"1","523994"
,"경기57러9101","20181114123237328","C:\Img\2018\11\14\123237328S_9101.jpg","01","73",,"4",,"1","579101"
,"07라3663","20181114123449328","C:\Img\2018\11\14\123449328S_3663.jpg","01","83",,"3",,"1","073663"
,"03서1310","20181114124121703","C:\Img\2018\11\14\124121703S_1310.jpg","01","60",,"3",,"1","031310"
,"60라1078","20181114125746406","C:\Img\2018\11\14\125746406S_1078.jpg","01","71",,"4",,"1","601078"
,"64노4405","20181114130616562","C:\Img\2018\11\14\130616562S_4405.jpg","01","71",,"3",,"1","644405"
