일련번호,차량번호,통과시각,파일경로,CODE,인식타임,경차여부,바닥밝기,유효,선택,숫자번호,번호판영역,촬영정보,번호판밝기,전기차,전기차2,번호판밝기2,영상선택
,"57다7021","20181226160430369","C:\Img\2018\12\26\160430369S_7021.jpg","01","79",,"48(44)",,"1","577021","(469, 552), W:247, H:135","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","103(059/225)",,,"094(055/208)","1"
,"57다7021","20181226160434719","C:\Img\2018\12\26\160434719S_7021.jpg","02","60",,"61(61)",,"1","577021","(213, 429), W:245, H:126","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","113(068/236)",,,"104(064/216)","2"
,"47버4623","20181226160458388","C:\Img\2018\12\26\160458388S_4623.jpg","01","105",,"50(48)",,"1","474623","(217, 490), W:227, H:105","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","106(048/143)",,,"104(047/141)","1"
,"47버4623","20181226160507827","C:\Img\2018\12\26\160507827S_4623.jpg","02","85",,"62(59)",,"1","474623","(305, 396), W:347, H:107","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","193(071/249)",,,"190(071/247)","1"
,"20머9192","20181226160537083","C:\Img\2018\12\26\160537083S_9192.jpg","01","134",,"83(83)",,"1","209192","(181, 656), W:345, H:121","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","190(061/243)",,,"176(060/232)","2"
,"20머9192","20181226160540141","C:\Img\2018\12\26\160540141S_9192.jpg","02","85",,"66(66)",,"1","209192","(253, 360), W:327, H:101","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","202(072/250)",,,"198(070/247)","2"
,"54어2164","20181226160652003","C:\Img\2018\12\26\160652003S_2164.jpg","01","171",,"48(46)",,"1","542164","(169, 488), W:255, H:113","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","139(051/184)",,,"130(048/173)","1"
,"54어2164","20181226160657225","C:\Img\2018\12\26\160657225S_2164.jpg","02","168",,"66(66)",,"1","542164","(75, 364), W:349, H:111","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","194(068/248)",,,"187(067/241)","2"
,"06너2937","20181226161207921","C:\Img\2018\12\26\161207921S_2937.jpg","01","84",,"50(48)",,"1","062937","(263, 494), W:275, H:105","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","147(048/198)",,,"143(048/192)","1"
,"06너2937","20181226161214915","C:\Img\2018\12\26\161214915S_2937.jpg","02","102",,"66(66)",,"1","062937","(175, 650), W:345, H:111","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","187(064/247)",,,"182(065/237)","2"
,"60라4142","20181226161540486","C:\Img\2018\12\26\161540486S_4142.jpg","01","93",,"45(42)",,"1","604142","(315, 626), W:283, H:117","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","135(042/197)",,,"131(041/193)","1"
,"60라4142","20181226161546004","C:\Img\2018\12\26\161546004S_4142.jpg","02","83",,"61(61)",,"1","604142","(139, 628), W:351, H:117","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","164(052/239)",,,"158(053/226)","2"
,"32무6604","20181226161721625","C:\Img\2018\12\26\161721625S_6604.jpg","01","103",,"45(43)",,"1","326604","(445, 560), W:335, H:99","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","183(056/233)",,,"173(053/225)","1"
,"32무6604","20181226161730358","C:\Img\2018\12\26\161730358S_6604.jpg","02","77",,"59(59)",,"1","326604","(33, 434), W:371, H:119","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","158(053/222)",,,"148(053/204)","2"
,"51노7282","20181226161803210","C:\Img\2018\12\26\161803210S_7282.jpg","01","83",,"46(44)",,"1","517282","(229, 516), W:255, H:113","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","119(047/165)",,,"116(045/161)","1"
,"51노7282","20181226161809432","C:\Img\2018\12\26\161809432S_7282.jpg","02","78",,"58(58)",,"1","517282","(147, 376), W:345, H:109","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","194(077/248)",,,"185(076/237)","2"
,"69부2462","20181226162044879","C:\Img\2018\12\26\162044879S_2462.jpg","01","118",,"46(43)",,"1","692462","(443, 532), W:333, H:89","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","191(050/240)",,,"187(050/235)","1"
,"69부2462","20181226162051226","C:\Img\2018\12\26\162051226S_2462.jpg","02","65",,"56(56)",,"1","692462","(273, 392), W:341, H:99","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","194(058/250)",,,"192(061/247)","2"
,"23두8690","20181226162229910","C:\Img\2018\12\26\162229910S_8690.jpg","01","80",,"45(43)",,"1","238690","(321, 476), W:315, H:103","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","175(055/226)",,,"172(054/224)","1"
,"23두8690","20181226162234958","C:\Img\2018\12\26\162234958S_8690.jpg","02","68",,"58(58)",,"1","238690","(213, 262), W:341, H:97","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","197(070/248)",,,"191(076/239)","2"
,"41우1785","20181226162328151","C:\Img\2018\12\26\162328151S_1785.jpg","01","67",,"44(43)",,"1","411785","(467, 554), W:355, H:101","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","206(062/250)",,,"205(063/250)","1"
,"41우1785","20181226162338173","C:\Img\2018\12\26\162338173S_1785.jpg","02","71",,"59(59)",,"1","411785","(155, 378), W:353, H:109","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","198(076/248)",,,"192(075/242)","2"
,"02조2416","20181226162339019","C:\Img\2018\12\26\162339019S_2416.jpg","01","110",,"45(43)",,"1","022416","(235, 494), W:251, H:109","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","120(042/162)",,,"114(041/154)","1"
,"02조2416","20181226162344397","C:\Img\2018\12\26\162344397S_2416.jpg","02","77",,"57(57)",,"1","022416","(313, 476), W:335, H:111","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","201(072/251)",,,"200(071/250)","2"
,"05거7562","20181226162430804","C:\Img\2018\12\26\162430804S_7562.jpg","01","93",,"48(45)",,"1","057562","(341, 546), W:215, H:123","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","085(050/174)",,,"085(050/172)","1"
,"05거7562","20181226162435617","C:\Img\2018\12\26\162435617S_7562.jpg","02","67",,"58(58)",,"1","057562","(307, 385), W:255, H:124","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","127(075/245)",,,"122(070/244)","2"
,"33너3627","20181226162557306","C:\Img\2018\12\26\162557306S_3627.jpg","01","89",,"45(43)",,"1","333627","(471, 549), W:273, H:134","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","109(058/238)",,,"104(055/229)","1"
,"33너3627","20181226162602513","C:\Img\2018\12\26\162602513S_3627.jpg","02","79",,"58(58)",,"1","333627","(553, 353), W:233, H:116","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","114(064/241)",,,"111(062/236)","2"
,"25호2681","20181226162928543","C:\Img\2018\12\26\162928543S_2681.jpg","01","86",,"43(41)",,"1","252681","(205, 490), W:247, H:113","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","102(039/143)",,,"093(036/133)","1"
,"25호2681","20181226162934186","C:\Img\2018\12\26\162934186S_2681.jpg","02","126",,"55(55)",,"1","252681","(259, 322), W:329, H:99","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","156(060/205)",,,"143(059/187)","2"
,"11소6507","20181226162956911","C:\Img\2018\12\26\162956911S_6507.jpg","01","130",,"43(41)",,"1","116507","(209, 500), W:257, H:111","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","112(038/152)",,,"109(037/148)","1"
,"11소6507","20181226163003442","C:\Img\2018\12\26\163003442S_6507.jpg","02","93",,"73(73)",,"1","116507","(221, 370), W:349, H:103","GigE 1543846 / 1/700S / Gain 70 /FR 52.0","190(059/250)",,,"200(071/251)","2"
,"36머1346","20181226163259120","C:\Img\2018\12\26\163259120S_1346.jpg","01","139",,"43(41)",,"1","361346","(115, 498), W:247, H:113","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","090(036/121)",,,"086(035/115)","1"
,"36머1346","20181226163305554","C:\Img\2018\12\26\163305554S_1346.jpg","02","98",,"72(54)",,"1","361346","(397, 248), W:263, H:99","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","200(068/250)",,,"183(059/240)","1"
,"28너4247","20181226163457249","C:\Img\2018\12\26\163457249S_4247.jpg","01","94",,"43(41)",,"1","284247","(485, 578), W:337, H:101","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","194(066/243)",,,"189(065/238)","1"
,"28너4247","20181226163503171","C:\Img\2018\12\26\163503171S_4247.jpg","02","64",,"56(56)",,"1","284247","(173, 378), W:339, H:107","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","189(076/243)",,,"175(074/228)","2"
,"41누5665","20181226163716705","C:\Img\2018\12\26\163716705S_5665.jpg","01","95",,"43(40)",,"1","415665","(345, 494), W:279, H:99","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","142(043/182)",,,"131(040/170)","1"
,"41누5665","20181226163721478","C:\Img\2018\12\26\163721478S_5665.jpg","02","144",,"54(54)",,"1","415665","(235, 384), W:321, H:107","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","188(064/247)",,,"179(062/236)","2"
,"01더1358","20181226163821533","C:\Img\2018\12\26\163821533S_1358.jpg","01","66",,"42(40)",,"1","011358","(227, 372), W:263, H:103","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","129(042/163)",,,"123(041/155)","1"
,"01더1358","20181226163827588","C:\Img\2018\12\26\163827588S_1358.jpg","02","78",,"53(53)",,"1","011358","(249, 184), W:339, H:99","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","195(055/245)",,,"182(054/229)","2"
,"97로5268","20181226164041836","C:\Img\2018\12\26\164041836S_5268.jpg","01","82",,"41(41)",,"1","975268","(395, 394), W:281, H:97","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","186(057/249)",,,"186(057/249)","2"
,"미인식","20181226164049206","C:\Img\2018\12\26\164049206S_XXXX.jpg","02","387",,"53(52)","1","1",,,"GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","057(041/164)",,,,"3"
,"34부4416","20181226164147124","C:\Img\2018\12\26\164147124S_4416.jpg","01","141",,"43(42)",,"1","344416","(461, 534), W:357, H:81","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","181(050/242)",,,"180(048/235)","1"
,"34부4416","20181226164152520","C:\Img\2018\12\26\164152520S_4416.jpg","02","112",,"53(53)",,"1","344416","(85, 396), W:263, H:103","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","137(055/170)",,,"118(048/145)","2"
,"57우6656","20181226164550954","C:\Img\2018\12\26\164550954S_6656.jpg","01","100",,"42(41)",,"1","576656","(223, 360), W:267, H:97","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","120(040/151)",,,"122(040/153)","1"
,"57우6656","20181226164558747","C:\Img\2018\12\26\164558747S_6656.jpg","02","75",,"73(73)",,"1","576656","(285, 260), W:253, H:97","GigE 1543846 / 1/700S / Gain 70 /FR 52.0","181(062/233)",,,"199(073/249)","2"
,"01두0917","20181226165041863","C:\Img\2018\12\26\165041863S_0917.jpg","01","103",,"40(40)",,"1","010917","(341, 516), W:277, H:109","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","144(048/190)",,,"140(047/182)","2"
,"01두0917","20181226165047820","C:\Img\2018\12\26\165047820S_0917.jpg","02","66",,"69(69)",,"1","010917","(485, 220), W:305, H:91","GigE 1543846 / 1/700S / Gain 70 /FR 52.0","216(077/252)",,,"215(077/252)","2"
,"57루1225","20181226165226336","C:\Img\2018\12\26\165226336S_1225.jpg","01","99",,"38(37)",,"1","571225","(155, 508), W:217, H:115","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","068(026/094)",,,"064(026/088)","1"
,"57루1225","20181226165236192","C:\Img\2018\12\26\165236192S_1225.jpg","02","72",,"66(49)",,"1","571225","(263, 394), W:349, H:113","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","198(063/251)",,,"180(053/240)","1"
,"18두9559","20181226165439281","C:\Img\2018\12\26\165439281S_9559.jpg","01","69",,"37(37)",,"1","189559","(469, 528), W:381, H:87","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","198(062/251)",,,"193(060/250)","2"
,"18두9559","20181226165445542","C:\Img\2018\12\26\165445542S_9559.jpg","02","65",,"50(50)",,"1","189559","(365, 278), W:321, H:99","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","187(062/247)",,,"180(060/237)","2"
,"42오1889","20181226165536529","C:\Img\2018\12\26\165536529S_1889.jpg","01","100",,"37(36)",,"1","421889","(81, 496), W:225, H:107","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","060(027/078)",,,"052(025/069)","1"
,"42오1889","20181226165546287","C:\Img\2018\12\26\165546287S_1889.jpg","02","104",,"53(53)",,"1","421889","(613, 222), W:325, H:83","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","198(068/248)",,,"193(063/245)","2"
,"18부8339","20181226165734961","C:\Img\2018\12\26\165734961S_8339.jpg","01","116",,"39(39)",,"1","188339","(175, 524), W:237, H:113","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","085(034/113)",,,"083(034/110)","2"
,"18부8339","20181226165742230","C:\Img\2018\12\26\165742230S_8339.jpg","02","52",,"52(52)",,"1","188339","(309, 612), W:343, H:101","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","192(070/248)",,,"190(071/245)","2"
,"10어1013","20181226170000098","C:\Img\2018\12\26\170000098S_1013.jpg","01","67",,"38(38)",,"1","101013","(575, 590), W:395, H:87","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","195(060/251)",,,"197(060/251)","2"
,"10어1013","20181226170005683","C:\Img\2018\12\26\170005683S_1013.jpg","02","71",,"52(52)",,"1","101013","(521, 342), W:307, H:93","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","196(069/248)",,,"195(067/245)","2"
,"34주3910","20181226170153139","C:\Img\2018\12\26\170153139S_3910.jpg","01","75",,"40(34)",,"1","343910","(53, 516), W:225, H:109","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","061(029/078)",,,"047(024/058)","1"
,"34주3910","20181226170158583","C:\Img\2018\12\26\170158583S_3910.jpg","02","58",,"51(51)",,"1","343910","(229, 314), W:325, H:103","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","181(069/237)",,,"153(063/199)","2"
,"33거3256","20181226170236873","C:\Img\2018\12\26\170236873S_3256.jpg","01","55",,"33(33)",,"1","333256","(559, 534), W:405, H:91","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","188(049/250)",,,"190(049/250)","2"
,"33거3256","20181226170242032","C:\Img\2018\12\26\170242032S_3256.jpg","02","61",,"50(50)",,"1","333256","(371, 218), W:325, H:95","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","190(059/249)",,,"181(057/239)","2"
,"60나6209","20181226170300746","C:\Img\2018\12\26\170300746S_6209.jpg","01","72",,"33(33)",,"1","606209","(333, 532), W:343, H:103","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","158(060/205)",,,"146(055/190)","2"
,"60나6209","20181226170305554","C:\Img\2018\12\26\170305554S_6209.jpg","02","73",,"51(51)",,"1","606209","(187, 390), W:263, H:99","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","190(060/246)",,,"170(057/225)","2"
,"38서2369","20181226171048574","C:\Img\2018\12\26\171048574S_2369.jpg","01","93",,"32(32)",,"1","382369","(265, 536), W:323, H:105","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","126(040/168)",,,"118(038/159)","2"
,"38서2369","20181226171053830","C:\Img\2018\12\26\171053830S_2369.jpg","02","61",,"49(49)",,"1","382369","(257, 238), W:349, H:103","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","184(059/247)",,,"169(057/228)","2"
,"64도0528","20181226171420148","C:\Img\2018\12\26\171420148S_0528.jpg","01","76",,"36(36)",,"1","640528","(357, 562), W:337, H:103","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","151(046/193)",,,"162(049/207)","2"
,"64도0528","20181226171425085","C:\Img\2018\12\26\171425085S_0528.jpg","02","71",,"50(49)",,"1","640528","(471, 352), W:339, H:91","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","204(064/250)",,,"202(064/248)","1"
,"42무9890","20181226171627619","C:\Img\2018\12\26\171627619S_9890.jpg","01","83",,"37(37)",,"1","429890","(251, 572), W:283, H:113","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","111(037/153)",,,"108(036/149)","2"
,"42무9890","20181226171633657","C:\Img\2018\12\26\171633657S_9890.jpg","02","53",,"50(50)",,"1","429890","(369, 318), W:327, H:95","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","190(058/249)",,,"189(059/248)","2"
,"60오8455","20181226171726526","C:\Img\2018\12\26\171726526S_8455.jpg","01","73",,"35(35)",,"1","608455","(329, 536), W:361, H:99","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","192(052/239)",,,"187(051/234)","2"
,"60오8455","20181226171731986","C:\Img\2018\12\26\171731986S_8455.jpg","02","60",,"48(48)",,"1","608455","(37, 282), W:343, H:117","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","142(050/195)",,,"130(049/176)","2"
,"68가3357","20181226171741124","C:\Img\2018\12\26\171741124S_3357.jpg","01","101",,"36(36)",,"1","683357","(265, 386), W:295, H:95","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","124(040/157)",,,"124(040/157)","2"
,"68가3357","20181226171749439","C:\Img\2018\12\26\171749439S_3357.jpg","02","71",,"63(63)",,"1","683357","(417, 216), W:325, H:97","GigE 1543846 / 1/700S / Gain 70 /FR 52.0","193(057/248)",,,"203(065/251)","2"
,"22우7856","20181226172201917","C:\Img\2018\12\26\172201917S_7856.jpg","01","60",,"35(35)",,"1","227856","(451, 558), W:361, H:83","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","187(048/239)",,,"185(047/236)","2"
,"22우7856","20181226172208484","C:\Img\2018\12\26\172208484S_7856.jpg","02","61",,"64(48)",,"1","227856","(293, 348), W:347, H:103","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","203(063/251)",,,"183(057/236)","1"
,"42서1638","20181226172842930","C:\Img\2018\12\26\172842930S_1638.jpg","01","76",,"36(36)",,"1","421638","(415, 542), W:391, H:89","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","189(058/244)",,,"181(056/237)","2"
,"42서1638","20181226172850807","C:\Img\2018\12\26\172850807S_1638.jpg","02","69",,"47(47)",,"1","421638","(395, 324), W:273, H:107","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","161(057/225)",,,"155(055/214)","2"
,"전북29로1855","20181226172943147","C:\Img\2018\12\26\172943147S_1855.jpg","01","87",,"35(35)",,"1","291855","(471, 569), W:265, H:138","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","112(064/234)",,,"105(061/226)","2"
,"전북29로1855","20181226172948786","C:\Img\2018\12\26\172948786S_1855.jpg","02","69",,"47(47)",,"1","291855","(319, 421), W:241, H:124","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","111(066/239)",,,"105(062/228)","2"
,"07보6789","20181226172949602","C:\Img\2018\12\26\172949602S_6789.jpg","01","57",,"36(36)",,"1","076789","(273, 554), W:307, H:105","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","115(037/153)",,,"111(035/150)","2"
,"07보6789","20181226172955766","C:\Img\2018\12\26\172955766S_6789.jpg","02","62",,"49(49)",,"1","076789","(323, 594), W:329, H:109","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","196(070/248)",,,"186(066/238)","2"
,"30거9137","20181226173556962","C:\Img\2018\12\26\173556962S_9137.jpg","01","80",,"35(35)",,"1","309137","(543, 558), W:355, H:103","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","200(060/249)",,,"199(061/248)","2"
,"30거9137","20181226173601921","C:\Img\2018\12\26\173601921S_9137.jpg","02","88",,"48(47)",,"1","309137","(139, 696), W:291, H:155","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","090(045/141)",,,"083(045/124)","1"
,"40너2228","20181226173631324","C:\Img\2018\12\26\173631324S_2228.jpg","01","61",,"36(36)",,"1","402228","(373, 572), W:389, H:91","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","181(052/240)",,,"180(051/236)","2"
,"40너2228","20181226173643701","C:\Img\2018\12\26\173643701S_2228.jpg","02","70",,"47(47)",,"1","402228","(539, 346), W:327, H:93","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","191(065/244)",,,"191(063/243)","2"
,"08보6703","20181226173824580","C:\Img\2018\12\26\173824580S_6703.jpg","01","124",,"36(36)",,"1","086703","(165, 584), W:197, H:129","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","054(034/099)",,,"049(032/090)","3"
,"08보6703","20181226173832029","C:\Img\2018\12\26\173832029S_6703.jpg","02","62",,"50(48)",,"1","086703","(321, 390), W:263, H:131","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","116(062/240)",,,"107(057/226)","1"
,"45부1746","20181226173916413","C:\Img\2018\12\26\173916413S_1746.jpg","01","89",,"35(35)",,"1","451746","(43, 488), W:193, H:109","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","042(022/054)",,,"039(023/049)","1"
,"45부1746","20181226173921422","C:\Img\2018\12\26\173921422S_1746.jpg","02","62",,"47(47)",,"1","451746","(237, 342), W:325, H:99","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","185(054/245)",,,"167(054/221)","2"
,"13모8747","20181226174406799","C:\Img\2018\12\26\174406799S_8747.jpg","01","62",,"35(35)",,"1","138747","(401, 544), W:365, H:89","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","187(051/241)",,,"186(050/238)","2"
,"13모8747","20181226174414995","C:\Img\2018\12\26\174414995S_8747.jpg","02","70",,"48(48)",,"1","138747","(363, 346), W:335, H:97","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","195(059/249)",,,"195(060/250)","2"
,"38주2933","20181226175355316","C:\Img\2018\12\26\175355316S_2933.jpg","01","63",,"36(36)",,"1","382933","(487, 624), W:391, H:91","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","188(053/248)",,,"191(054/247)","2"
,"38주2933","20181226175401926","C:\Img\2018\12\26\175401926S_2933.jpg","02","84",,"49(49)",,"1","382933","(263, 342), W:339, H:105","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","188(057/248)",,,"183(058/243)","2"
,"20거9474","20181226175446285","C:\Img\2018\12\26\175446285S_9474.jpg","01","78",,"35(35)","5","1","209474","(165, 502), W:233, H:113","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","066(035/095)",,,"061(034/089)","1"
,"20수9474","20181226175452854","C:\Img\2018\12\26\175452854S_9474.jpg","02","65",,"48(48)",,"1","209474","(319, 350), W:323, H:103","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","189(058/249)",,,"186(059/245)","2"
,"76주6049","20181226180034252","C:\Img\2018\12\26\180034252S_6049.jpg","01","64",,"36(36)",,"1","766049","(447, 498), W:373, H:85","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","189(049/244)",,,"186(048/243)","2"
,"76주6049","20181226180047645","C:\Img\2018\12\26\180047645S_6049.jpg","02","90",,"49(49)",,"1","766049","(377, 366), W:317, H:103","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","184(058/248)",,,"184(059/247)","2"
,"13오6758","20181226180158579","C:\Img\2018\12\26\180158579S_6758.jpg","01","78",,"35(35)",,"1","136758","(295, 520), W:287, H:107","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","114(039/150)",,,"115(039/152)","2"
,"13오6758","20181226180204100","C:\Img\2018\12\26\180204100S_6758.jpg","02","109",,"45(45)",,"1","136758","(63, 372), W:345, H:113","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","153(058/202)",,,"136(053/178)","2"
,"22수6928","20181226180443330","C:\Img\2018\12\26\180443330S_6928.jpg","01","80",,"35(35)",,"1","226928","(243, 572), W:341, H:103","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","159(051/200)",,,"148(048/189)","2"
,"22수6928","20181226180448266","C:\Img\2018\12\26\180448266S_6928.jpg","02","104",,"65(65)",,"1","226928","(231, 504), W:341, H:117","GigE 1543846 / 1/700S / Gain 70 /FR 52.0","178(059/249)",,,"190(069/249)","2"
,"59다1565","20181226180516344","C:\Img\2018\12\26\180516344S_1565.jpg","01","69",,"35(35)",,"1","591565","(121, 500), W:245, H:107","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","074(029/099)",,,"069(029/091)","2"
,"59다1565","20181226180522294","C:\Img\2018\12\26\180522294S_1565.jpg","02","55",,"66(66)",,"1","591565","(355, 382), W:321, H:105","GigE 1543846 / 1/700S / Gain 70 /FR 52.0","201(070/251)",,,"202(072/251)","2"
,"64부4906","20181226180758152","C:\Img\2018\12\26\180758152S_4906.jpg","01","97",,"36(36)",,"1","644906","(117, 524), W:243, H:111","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","075(043/097)",,,"071(043/094)","2"
,"64부4906","20181226180811118","C:\Img\2018\12\26\180811118S_4906.jpg","02","61",,"66(48)",,"1","644906","(381, 386), W:329, H:109","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","206(080/251)",,,"193(066/249)","1"
,"56부0239","20181226180825390","C:\Img\2018\12\26\180825390S_0239.jpg","01","65",,"35(35)",,"1","560239","(357, 602), W:333, H:103","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","155(048/205)",,,"142(046/189)","2"
,"56부0239","20181226180830917","C:\Img\2018\12\26\180830917S_0239.jpg","02","46",,"47(47)",,"1","560239","(207, 270), W:309, H:99","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","141(052/191)",,,"124(048/165)","2"
,"23고6822","20181226181010820","C:\Img\2018\12\26\181010820S_6822.jpg","01","70",,"35(33)",,"1","236822","(623, 586), W:373, H:95","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","195(052/251)",,,"194(053/250)","1"
,"23고6822","20181226181015809","C:\Img\2018\12\26\181015809S_6822.jpg","02","74",,"62(62)","5","1","236822","(33, 378), W:285, H:113","GigE 1543846 / 1/700S / Gain 70 /FR 52.0","127(040/194)",,,"120(047/175)","3"
,"57마5398","20181226181554868","C:\Img\2018\12\26\181554868S_5398.jpg","01","126",,"35(35)",,"1","575398","(395, 638), W:267, H:133","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","076(044/168)",,,"067(040/144)","2"
,"57마5398","20181226181601703","C:\Img\2018\12\26\181601703S_5398.jpg","02","74",,"65(65)",,"1","575398","(505, 398), W:243, H:121","GigE 1543846 / 1/700S / Gain 70 /FR 52.0","132(073/247)",,,"130(072/247)","2"
,"02소4716","20181226183717044","C:\Img\2018\12\26\183717044S_4716.jpg","01","69",,"35(35)",,"1","024716","(193, 446), W:225, H:105","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","073(029/093)",,,"071(029/091)","2"
,"02소4716","20181226183729184","C:\Img\2018\12\26\183729184S_4716.jpg","02","91",,"65(64)",,"1","024716","(259, 368), W:333, H:109","GigE 1543846 / 1/700S / Gain 70 /FR 52.0","197(063/249)",,,"195(064/248)","1"
,"41노6615","20181226183935326","C:\Img\2018\12\26\183935326S_6615.jpg","01","53",,"35(35)",,"1","416615","(235, 492), W:327, H:103","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","164(049/197)",,,"155(046/187)","2"
